symbol,prediction_session,target_session,exclusion_reason
TOTAL.NS,2019-11-21,2019-11-25,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2019-11-26,2019-11-28,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2019-11-29,2019-12-03,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2019-12-11,2019-12-13,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2019-12-17,2019-12-19,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2019-12-19,2019-12-23,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2019-12-24,2019-12-27,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2019-12-27,2019-12-31,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-01-15,2020-01-17,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-01-23,2020-01-27,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-01-28,2020-01-30,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-01-31,2020-02-03,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-02-04,2020-02-07,NOT_NEXT_SESSION(missed=2)
TOTAL.NS,2020-02-10,2020-02-12,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-02-12,2020-02-14,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-02-14,2020-02-18,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-02-24,2020-02-26,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-02-26,2020-02-28,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-03-04,2020-03-06,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-03-23,2020-03-27,NOT_NEXT_SESSION(missed=3)
TOTAL.NS,2020-04-24,2020-04-29,NOT_NEXT_SESSION(missed=2)
TOTAL.NS,2020-04-29,2020-05-06,NOT_NEXT_SESSION(missed=3)
TOTAL.NS,2020-05-07,2020-05-11,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-05-13,2020-05-15,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-05-15,2020-05-26,NOT_NEXT_SESSION(missed=5)
TOTAL.NS,2020-05-26,2020-05-28,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-05-28,2020-06-01,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-06-01,2020-06-05,NOT_NEXT_SESSION(missed=3)
TOTAL.NS,2020-06-08,2020-06-12,NOT_NEXT_SESSION(missed=3)
TOTAL.NS,2020-06-15,2020-06-19,NOT_NEXT_SESSION(missed=3)
TOTAL.NS,2020-06-19,2020-06-23,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-06-25,2020-07-06,NOT_NEXT_SESSION(missed=6)
TOTAL.NS,2020-07-07,2020-07-13,NOT_NEXT_SESSION(missed=3)
TOTAL.NS,2020-07-13,2020-07-24,NOT_NEXT_SESSION(missed=8)
TOTAL.NS,2020-07-24,2020-07-30,NOT_NEXT_SESSION(missed=3)
TOTAL.NS,2020-08-07,2020-08-11,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-08-11,2020-08-13,NOT_NEXT_SESSION(missed=1)
TOTAL.NS,2020-08-13,2020-08-18,NOT_NEXT_SESSION(missed=2)
TOTAL.NS,2020-08-18,2020-08-21,NOT_NEXT_SESSION(missed=2)
TOTAL.NS,2020-08-21,2020-08-25,NOT_NEXT_SESSION(missed=1)
TOUCHWOOD.NS,2019-11-05,2019-11-07,NOT_NEXT_SESSION(missed=1)
TOUCHWOOD.NS,2019-11-08,2019-11-13,NOT_NEXT_SESSION(missed=1)
TOUCHWOOD.NS,2019-11-13,2019-11-15,NOT_NEXT_SESSION(missed=1)
TOUCHWOOD.NS,2019-11-15,2019-11-19,NOT_NEXT_SESSION(missed=1)
TOUCHWOOD.NS,2019-11-21,2019-11-25,NOT_NEXT_SESSION(missed=1)
TOUCHWOOD.NS,2019-11-27,2019-12-05,NOT_NEXT_SESSION(missed=5)
TOUCHWOOD.NS,2019-12-05,2019-12-10,NOT_NEXT_SESSION(missed=2)
TOUCHWOOD.NS,2019-12-10,2019-12-12,NOT_NEXT_SESSION(missed=1)
TOUCHWOOD.NS,2019-12-12,2019-12-17,NOT_NEXT_SESSION(missed=2)
TOUCHWOOD.NS,2019-12-31,2020-01-02,NOT_NEXT_SESSION(missed=1)
TOUCHWOOD.NS,2020-01-06,2020-01-08,NOT_NEXT_SESSION(missed=1)
TOUCHWOOD.NS,2020-01-14,2020-01-21,NOT_NEXT_SESSION(missed=4)
TOUCHWOOD.NS,2023-09-06,2023-09-08,NOT_NEXT_SESSION(missed=1)
TOUCHWOOD.NS,2023-10-03,2023-10-05,NOT_NEXT_SESSION(missed=1)
TPHQ.NS,2021-03-31,2021-04-05,NOT_NEXT_SESSION(missed=1)
TPHQ.NS,2021-04-29,2021-05-04,NOT_NEXT_SESSION(missed=2)
TPHQ.NS,2021-05-06,2021-05-10,NOT_NEXT_SESSION(missed=1)
TPHQ.NS,2021-05-12,2021-05-17,NOT_NEXT_SESSION(missed=1)
TPHQ.NS,2021-05-17,2021-05-19,NOT_NEXT_SESSION(missed=1)
TPHQ.NS,2021-05-24,2021-05-26,NOT_NEXT_SESSION(missed=1)
TPHQ.NS,2021-06-08,2021-06-14,NOT_NEXT_SESSION(missed=3)
TPHQ.NS,2021-06-14,2021-08-25,NOT_NEXT_SESSION(missed=49)
TPHQ.NS,2021-10-13,2021-12-16,NOT_NEXT_SESSION(missed=42)
TPHQ.NS,2021-12-24,2021-12-28,NOT_NEXT_SESSION(missed=1)
TPHQ.NS,2021-12-28,2022-01-03,NOT_NEXT_SESSION(missed=3)
TPHQ.NS,2022-01-03,2022-01-10,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-01-10,2022-01-17,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-01-17,2022-01-24,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-01-24,2022-01-31,NOT_NEXT_SESSION(missed=3)
TPHQ.NS,2022-01-31,2022-02-07,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-02-07,2022-02-14,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-02-14,2022-03-07,NOT_NEXT_SESSION(missed=13)
TPHQ.NS,2022-03-07,2022-03-14,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-03-14,2022-03-21,NOT_NEXT_SESSION(missed=3)
TPHQ.NS,2022-03-21,2022-03-28,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-03-28,2022-04-11,NOT_NEXT_SESSION(missed=9)
TPHQ.NS,2022-04-11,2022-04-18,NOT_NEXT_SESSION(missed=2)
TPHQ.NS,2022-04-18,2022-05-02,NOT_NEXT_SESSION(missed=9)
TPHQ.NS,2022-05-02,2022-05-09,NOT_NEXT_SESSION(missed=3)
TPHQ.NS,2022-05-09,2022-05-23,NOT_NEXT_SESSION(missed=9)
TPHQ.NS,2022-05-23,2022-05-30,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-05-30,2022-06-06,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-06-06,2022-06-13,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-06-13,2022-06-20,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-06-20,2022-06-27,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-06-27,2022-07-11,NOT_NEXT_SESSION(missed=9)
TPHQ.NS,2022-07-11,2022-07-18,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-07-18,2022-07-25,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-07-25,2022-08-01,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-08-01,2022-08-08,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-08-08,2022-08-16,NOT_NEXT_SESSION(missed=3)
TPHQ.NS,2022-08-16,2022-08-22,NOT_NEXT_SESSION(missed=3)
TPHQ.NS,2022-08-22,2022-08-29,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-08-29,2022-09-05,NOT_NEXT_SESSION(missed=3)
TPHQ.NS,2022-09-05,2022-09-12,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-09-12,2022-09-19,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-09-19,2022-09-26,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-09-26,2022-10-17,NOT_NEXT_SESSION(missed=13)
TPHQ.NS,2022-10-17,2022-10-31,NOT_NEXT_SESSION(missed=8)
TPHQ.NS,2022-10-31,2022-11-14,NOT_NEXT_SESSION(missed=8)
TPHQ.NS,2022-11-14,2022-11-28,NOT_NEXT_SESSION(missed=9)
TPHQ.NS,2022-11-28,2022-12-05,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-12-05,2022-12-12,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2022-12-12,2022-12-26,NOT_NEXT_SESSION(missed=9)
TPHQ.NS,2022-12-26,2023-01-02,NOT_NEXT_SESSION(missed=4)
TPHQ.NS,2023-01-02,2023-01-23,NOT_NEXT_SESSION(missed=14)
TPHQ.NS,2023-01-23,2023-02-20,NOT_NEXT_SESSION(missed=18)
TPHQ.NS,2023-02-20,2023-03-06,NOT_NEXT_SESSION(missed=9)
TPHQ.NS,2023-03-06,2023-03-13,NOT_NEXT_SESSION(missed=3)
TPHQ.NS,2023-03-13,2023-03-15,NOT_NEXT_SESSION(missed=1)
TPHQ.NS,2023-03-16,2023-03-20,NOT_NEXT_SESSION(missed=1)
TPHQ.NS,2023-03-20,2023-03-22,NOT_NEXT_SESSION(missed=1)
TPHQ.NS,2023-03-22,2023-03-24,NOT_NEXT_SESSION(missed=1)
TPHQ.NS,2023-07-14,2023-07-24,NOT_NEXT_SESSION(missed=5)
TREEHOUSE.NS,2018-11-30,2019-01-09,NOT_NEXT_SESSION(missed=26)
TREJHARA.NS,2024-03-01,2024-03-04,NOT_NEXT_SESSION(missed=1)
TRF.NS,2022-06-15,2022-06-20,NOT_NEXT_SESSION(missed=2)
TRF.NS,2022-06-20,2022-06-27,NOT_NEXT_SESSION(missed=4)
TRF.NS,2022-06-27,2022-07-04,NOT_NEXT_SESSION(missed=4)
TRF.NS,2022-07-04,2022-07-11,NOT_NEXT_SESSION(missed=4)
TRF.NS,2022-07-11,2022-07-18,NOT_NEXT_SESSION(missed=4)
TRF.NS,2022-07-18,2022-07-25,NOT_NEXT_SESSION(missed=4)
TRF.NS,2022-07-25,2022-08-01,NOT_NEXT_SESSION(missed=4)
TRF.NS,2022-08-01,2022-08-08,NOT_NEXT_SESSION(missed=4)
TRF.NS,2022-08-26,2022-09-05,NOT_NEXT_SESSION(missed=4)
TRF.NS,2022-09-05,2022-09-12,NOT_NEXT_SESSION(missed=4)
TVSHLTD.NS,2023-08-23,2023-08-24,EXTREME_RETURN
TVSHLTD.NS,2024-10-24,2024-10-30,NOT_NEXT_SESSION(missed=3)
TVSHLTD.NS,2025-10-28,2025-10-30,NOT_NEXT_SESSION(missed=1)
UGARSUGAR.NS,2018-11-30,2019-01-09,NOT_NEXT_SESSION(missed=26)
UMESLTD.NS,2020-06-24,2020-06-26,NOT_NEXT_SESSION(missed=1)
UMESLTD.NS,2020-07-01,2020-07-06,NOT_NEXT_SESSION(missed=2)
UMESLTD.NS,2020-07-06,2020-07-13,NOT_NEXT_SESSION(missed=4)
UMESLTD.NS,2020-07-13,2020-07-20,NOT_NEXT_SESSION(missed=4)
UMESLTD.NS,2020-07-20,2020-07-27,NOT_NEXT_SESSION(missed=4)
UMESLTD.NS,2020-07-27,2020-08-03,NOT_NEXT_SESSION(missed=4)
UMESLTD.NS,2020-08-03,2020-08-10,NOT_NEXT_SESSION(missed=4)
UMESLTD.NS,2020-08-11,2020-08-14,NOT_NEXT_SESSION(missed=2)
UMESLTD.NS,2022-01-03,2022-01-10,NOT_NEXT_SESSION(missed=4)
UMESLTD.NS,2022-01-10,2022-01-17,NOT_NEXT_SESSION(missed=4)
UMESLTD.NS,2022-01-17,2022-01-24,NOT_NEXT_SESSION(missed=4)
UMESLTD.NS,2022-01-24,2022-01-31,NOT_NEXT_SESSION(missed=3)
UMESLTD.NS,2022-01-31,2022-02-07,NOT_NEXT_SESSION(missed=4)
UMESLTD.NS,2022-02-07,2022-02-14,NOT_NEXT_SESSION(missed=4)
UMESLTD.NS,2022-04-22,2022-05-02,NOT_NEXT_SESSION(missed=5)
UMESLTD.NS,2022-05-02,2022-05-23,NOT_NEXT_SESSION(missed=13)
UMESLTD.NS,2022-05-23,2022-06-06,NOT_NEXT_SESSION(missed=9)
UMESLTD.NS,2022-06-06,2022-06-13,NOT_NEXT_SESSION(missed=4)
UMESLTD.NS,2022-06-15,2022-06-17,NOT_NEXT_SESSION(missed=1)
UMESLTD.NS,2022-06-27,2022-06-29,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2017-09-20,2017-09-22,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2017-09-22,2017-09-26,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2017-10-09,2017-10-16,NOT_NEXT_SESSION(missed=4)
UMIYA-MRO.NS,2017-10-16,2017-10-23,NOT_NEXT_SESSION(missed=2)
UMIYA-MRO.NS,2017-10-23,2017-10-30,NOT_NEXT_SESSION(missed=4)
UMIYA-MRO.NS,2017-10-30,2017-11-06,NOT_NEXT_SESSION(missed=4)
UMIYA-MRO.NS,2017-11-06,2017-11-13,NOT_NEXT_SESSION(missed=4)
UMIYA-MRO.NS,2017-11-13,2017-11-20,NOT_NEXT_SESSION(missed=4)
UMIYA-MRO.NS,2017-11-20,2017-11-27,NOT_NEXT_SESSION(missed=4)
UMIYA-MRO.NS,2017-11-27,2017-12-04,NOT_NEXT_SESSION(missed=4)
UMIYA-MRO.NS,2017-12-04,2017-12-11,NOT_NEXT_SESSION(missed=4)
UMIYA-MRO.NS,2017-12-11,2017-12-18,NOT_NEXT_SESSION(missed=4)
UMIYA-MRO.NS,2017-12-18,2017-12-26,NOT_NEXT_SESSION(missed=4)
UMIYA-MRO.NS,2017-12-26,2018-01-01,NOT_NEXT_SESSION(missed=3)
UMIYA-MRO.NS,2018-01-01,2018-01-08,NOT_NEXT_SESSION(missed=4)
UMIYA-MRO.NS,2018-02-02,2018-02-07,NOT_NEXT_SESSION(missed=2)
UMIYA-MRO.NS,2018-02-21,2018-02-23,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2018-03-07,2018-03-09,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2018-03-14,2018-03-16,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2018-03-28,2018-04-05,NOT_NEXT_SESSION(missed=3)
UMIYA-MRO.NS,2018-04-05,2018-04-09,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2018-04-09,2018-04-11,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2018-04-23,2018-04-25,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2018-05-22,2018-05-28,NOT_NEXT_SESSION(missed=3)
UMIYA-MRO.NS,2019-09-09,2019-09-12,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2019-10-25,2019-10-29,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2019-12-18,2019-12-20,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2020-01-03,2020-01-07,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2020-01-16,2020-01-20,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2020-01-27,2020-02-03,NOT_NEXT_SESSION(missed=5)
UMIYA-MRO.NS,2020-02-03,2020-02-10,NOT_NEXT_SESSION(missed=4)
UMIYA-MRO.NS,2020-02-10,2020-03-19,NOT_NEXT_SESSION(missed=25)
UMIYA-MRO.NS,2020-03-19,2020-04-03,NOT_NEXT_SESSION(missed=9)
UMIYA-MRO.NS,2020-04-03,2020-04-09,NOT_NEXT_SESSION(missed=2)
UMIYA-MRO.NS,2020-04-09,2020-04-15,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2020-04-22,2020-04-27,NOT_NEXT_SESSION(missed=2)
UMIYA-MRO.NS,2020-05-06,2020-05-12,NOT_NEXT_SESSION(missed=3)
UMIYA-MRO.NS,2020-06-03,2020-06-05,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2021-01-04,2021-02-03,NOT_NEXT_SESSION(missed=20)
UMIYA-MRO.NS,2021-02-03,2021-02-08,NOT_NEXT_SESSION(missed=2)
UMIYA-MRO.NS,2021-04-12,2021-04-15,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2021-04-16,2021-04-20,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2021-04-22,2021-04-26,NOT_NEXT_SESSION(missed=1)
UMIYA-MRO.NS,2021-08-20,2021-08-30,NOT_NEXT_SESSION(missed=5)
UMIYA-MRO.NS,2021-08-30,2021-09-06,NOT_NEXT_SESSION(missed=4)
UMIYA-MRO.NS,2021-09-06,2021-09-13,NOT_NEXT_SESSION(missed=3)
UNIENTER.NS,2019-10-25,2019-10-29,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2019-12-11,2019-12-13,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2020-05-11,2020-05-14,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2020-05-15,2020-05-19,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2020-05-20,2020-05-26,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2020-05-27,2020-06-08,NOT_NEXT_SESSION(missed=7)
UNIINFO.NS,2020-06-09,2020-06-19,NOT_NEXT_SESSION(missed=7)
UNIINFO.NS,2020-06-19,2020-07-02,NOT_NEXT_SESSION(missed=8)
UNIINFO.NS,2020-07-02,2020-07-06,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2020-07-09,2020-07-13,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2020-07-14,2020-07-20,NOT_NEXT_SESSION(missed=3)
UNIINFO.NS,2020-07-20,2020-07-24,NOT_NEXT_SESSION(missed=3)
UNIINFO.NS,2020-07-28,2020-07-31,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2020-08-03,2020-08-11,NOT_NEXT_SESSION(missed=5)
UNIINFO.NS,2020-08-11,2020-08-14,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2020-08-14,2020-08-18,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2020-08-19,2020-08-21,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2020-08-24,2020-08-26,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2020-08-26,2020-09-03,NOT_NEXT_SESSION(missed=5)
UNIINFO.NS,2020-09-04,2020-09-08,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2020-09-08,2020-09-11,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2020-09-14,2020-09-17,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2020-09-21,2020-10-05,NOT_NEXT_SESSION(missed=8)
UNIINFO.NS,2020-10-06,2020-10-08,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2020-10-08,2020-10-12,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2020-10-12,2020-10-16,NOT_NEXT_SESSION(missed=3)
UNIINFO.NS,2020-10-16,2020-10-20,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2020-10-20,2020-10-22,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2020-10-23,2020-10-28,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2020-10-28,2020-11-03,NOT_NEXT_SESSION(missed=3)
UNIINFO.NS,2020-12-28,2020-12-30,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2020-12-31,2021-01-04,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-01-07,2021-01-13,NOT_NEXT_SESSION(missed=3)
UNIINFO.NS,2021-01-28,2021-02-03,NOT_NEXT_SESSION(missed=3)
UNIINFO.NS,2021-02-04,2021-02-15,NOT_NEXT_SESSION(missed=6)
UNIINFO.NS,2021-02-15,2021-02-17,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-02-23,2021-02-25,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-02-25,2021-03-01,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-03-01,2021-03-05,NOT_NEXT_SESSION(missed=3)
UNIINFO.NS,2021-03-05,2021-03-09,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-03-17,2021-03-26,NOT_NEXT_SESSION(missed=6)
UNIINFO.NS,2021-03-26,2021-04-26,NOT_NEXT_SESSION(missed=16)
UNIINFO.NS,2021-04-26,2021-04-29,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2021-04-29,2021-05-31,NOT_NEXT_SESSION(missed=20)
UNIINFO.NS,2021-06-02,2021-06-07,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2021-06-08,2021-06-14,NOT_NEXT_SESSION(missed=3)
UNIINFO.NS,2021-06-14,2021-06-17,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2021-06-24,2021-06-29,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2021-06-30,2021-07-05,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2021-07-08,2021-07-12,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-07-13,2021-07-20,NOT_NEXT_SESSION(missed=4)
UNIINFO.NS,2021-08-06,2021-08-10,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-08-10,2021-08-13,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2021-08-18,2021-08-24,NOT_NEXT_SESSION(missed=2)
UNIINFO.NS,2021-09-02,2021-09-06,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-09-09,2021-09-14,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-09-17,2021-09-21,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-10-11,2021-10-13,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-10-14,2021-10-19,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-10-22,2021-10-29,NOT_NEXT_SESSION(missed=4)
UNIINFO.NS,2021-11-01,2021-11-03,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-11-03,2021-11-08,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-11-11,2021-11-15,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-12-15,2021-12-17,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2021-12-21,2021-12-28,NOT_NEXT_SESSION(missed=4)
UNIINFO.NS,2021-12-29,2022-01-05,NOT_NEXT_SESSION(missed=4)
UNIINFO.NS,2022-01-05,2022-01-07,NOT_NEXT_SESSION(missed=1)
UNIINFO.NS,2023-06-20,2023-06-22,NOT_NEXT_SESSION(missed=1)
UNITDSPR.NS,2019-11-07,2019-11-11,NOT_NEXT_SESSION(missed=1)
UNITECH.NS,2018-11-30,2019-02-21,NOT_NEXT_SESSION(missed=57)
UNITEDPOLY.NS,2021-01-07,2021-01-11,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-01-22,2021-01-27,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-01-29,2021-02-02,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-02-04,2021-02-08,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-02-11,2021-02-16,NOT_NEXT_SESSION(missed=2)
UNITEDPOLY.NS,2021-02-16,2021-02-25,NOT_NEXT_SESSION(missed=6)
UNITEDPOLY.NS,2021-02-26,2021-03-02,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-03-02,2021-03-08,NOT_NEXT_SESSION(missed=3)
UNITEDPOLY.NS,2021-03-09,2021-03-12,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-03-15,2021-03-17,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-03-19,2021-03-26,NOT_NEXT_SESSION(missed=4)
UNITEDPOLY.NS,2021-03-31,2021-04-19,NOT_NEXT_SESSION(missed=10)
UNITEDPOLY.NS,2021-04-19,2021-05-07,NOT_NEXT_SESSION(missed=12)
UNITEDPOLY.NS,2021-05-07,2021-06-07,NOT_NEXT_SESSION(missed=19)
UNITEDPOLY.NS,2021-06-08,2021-06-10,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-06-18,2021-06-22,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-06-22,2021-07-07,NOT_NEXT_SESSION(missed=10)
UNITEDPOLY.NS,2021-07-07,2021-08-03,NOT_NEXT_SESSION(missed=17)
UNITEDPOLY.NS,2021-08-04,2021-08-06,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-08-06,2021-08-10,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-08-11,2021-08-23,NOT_NEXT_SESSION(missed=6)
UNITEDPOLY.NS,2021-08-23,2021-09-02,NOT_NEXT_SESSION(missed=7)
UNITEDPOLY.NS,2021-09-03,2021-09-07,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-09-14,2021-09-30,NOT_NEXT_SESSION(missed=11)
UNITEDPOLY.NS,2021-09-30,2021-10-06,NOT_NEXT_SESSION(missed=3)
UNITEDPOLY.NS,2021-10-06,2021-10-11,NOT_NEXT_SESSION(missed=2)
UNITEDPOLY.NS,2021-10-11,2021-10-13,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-10-13,2021-10-19,NOT_NEXT_SESSION(missed=2)
UNITEDPOLY.NS,2021-10-19,2021-10-21,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-10-22,2021-10-27,NOT_NEXT_SESSION(missed=2)
UNITEDPOLY.NS,2021-10-28,2021-11-16,NOT_NEXT_SESSION(missed=11)
UNITEDPOLY.NS,2021-11-22,2021-11-24,NOT_NEXT_SESSION(missed=1)
UNITEDPOLY.NS,2021-11-24,2021-12-01,NOT_NEXT_SESSION(missed=4)
UNITEDPOLY.NS,2021-12-13,2021-12-31,NOT_NEXT_SESSION(missed=13)
UNITEDTEA.NS,2017-10-17,2017-10-23,NOT_NEXT_SESSION(missed=1)
UNITEDTEA.NS,2017-10-23,2017-10-25,NOT_NEXT_SESSION(missed=1)
UNITEDTEA.NS,2018-04-20,2018-04-24,NOT_NEXT_SESSION(missed=1)
UNITEDTEA.NS,2018-07-18,2018-07-20,NOT_NEXT_SESSION(missed=1)
UNITEDTEA.NS,2018-12-07,2018-12-11,NOT_NEXT_SESSION(missed=1)
UNITEDTEA.NS,2019-11-15,2019-11-19,NOT_NEXT_SESSION(missed=1)
URJA.NS,2018-11-30,2019-01-09,NOT_NEXT_SESSION(missed=26)
VAISHALI.NS,2019-07-25,2019-08-19,NOT_NEXT_SESSION(missed=14)
VAISHALI.NS,2019-08-21,2019-08-26,NOT_NEXT_SESSION(missed=2)
VAISHALI.NS,2019-09-03,2019-09-06,NOT_NEXT_SESSION(missed=2)
VAISHALI.NS,2019-09-12,2019-09-16,NOT_NEXT_SESSION(missed=1)
VAISHALI.NS,2019-09-17,2019-09-23,NOT_NEXT_SESSION(missed=3)
VAISHALI.NS,2019-09-23,2019-09-26,NOT_NEXT_SESSION(missed=2)
VAISHALI.NS,2019-09-26,2019-09-30,NOT_NEXT_SESSION(missed=1)
