symbol,prediction_session,target_session,exclusion_reason
ESSENTIA.NS,2022-02-28,2022-03-07,NOT_NEXT_SESSION(missed=3)
ESSENTIA.NS,2022-03-07,2022-03-14,NOT_NEXT_SESSION(missed=4)
ESSENTIA.NS,2022-03-14,2022-03-21,NOT_NEXT_SESSION(missed=3)
ESSENTIA.NS,2022-03-21,2022-03-28,NOT_NEXT_SESSION(missed=4)
ESSENTIA.NS,2022-03-28,2022-04-04,NOT_NEXT_SESSION(missed=4)
ESSENTIA.NS,2022-04-04,2022-04-11,NOT_NEXT_SESSION(missed=4)
ESSENTIA.NS,2022-04-11,2022-04-18,NOT_NEXT_SESSION(missed=2)
ESSENTIA.NS,2022-04-18,2022-04-25,NOT_NEXT_SESSION(missed=4)
ESSENTIA.NS,2022-04-25,2022-05-02,NOT_NEXT_SESSION(missed=4)
ESSENTIA.NS,2022-05-02,2022-05-09,NOT_NEXT_SESSION(missed=3)
ESSENTIA.NS,2022-05-09,2022-05-16,NOT_NEXT_SESSION(missed=4)
ESSENTIA.NS,2022-05-16,2022-05-23,NOT_NEXT_SESSION(missed=4)
ESSENTIA.NS,2022-05-23,2022-05-30,NOT_NEXT_SESSION(missed=4)
ESSENTIA.NS,2022-05-30,2022-06-06,NOT_NEXT_SESSION(missed=4)
ESSENTIA.NS,2022-06-06,2022-06-13,NOT_NEXT_SESSION(missed=4)
ESSENTIA.NS,2022-06-13,2022-06-20,NOT_NEXT_SESSION(missed=4)
ESSENTIA.NS,2022-11-29,2022-12-05,NOT_NEXT_SESSION(missed=3)
ESSENTIA.NS,2022-12-05,2022-12-12,NOT_NEXT_SESSION(missed=4)
FCSSOFT.NS,2019-01-16,2019-02-21,NOT_NEXT_SESSION(missed=25)
FEDERALBNK.NS,2017-10-18,2017-10-19,UNRESOLVED_SESSION
FEDERALBNK.NS,2017-10-19,2017-10-23,UNRESOLVED_SESSION
FEDERALBNK.NS,2018-11-06,2018-11-07,UNRESOLVED_SESSION
FEDERALBNK.NS,2018-11-07,2018-11-09,UNRESOLVED_SESSION
FORCEMOT.NS,2023-10-25,2024-02-14,NOT_NEXT_SESSION(missed=76)
GANGAFORGE.NS,2023-07-06,2023-07-10,NOT_NEXT_SESSION(missed=1)
GANGAFORGE.NS,2023-07-10,2023-07-17,NOT_NEXT_SESSION(missed=4)
GANGAFORGE.NS,2023-07-17,2023-07-24,NOT_NEXT_SESSION(missed=4)
GANGESSECU.NS,2018-10-25,2018-10-29,NOT_NEXT_SESSION(missed=1)
GANGESSECU.NS,2018-11-22,2018-11-27,NOT_NEXT_SESSION(missed=1)
GANGESSECU.NS,2018-11-30,2019-01-09,NOT_NEXT_SESSION(missed=26)
GANGESSECU.NS,2019-04-25,2019-04-30,NOT_NEXT_SESSION(missed=1)
GANGESSECU.NS,2019-06-06,2019-06-10,NOT_NEXT_SESSION(missed=1)
GANGESSECU.NS,2019-06-12,2019-06-14,NOT_NEXT_SESSION(missed=1)
GANGESSECU.NS,2019-08-02,2019-08-06,NOT_NEXT_SESSION(missed=1)
GANGESSECU.NS,2019-08-23,2019-08-27,NOT_NEXT_SESSION(missed=1)
GANGESSECU.NS,2019-09-18,2019-09-20,NOT_NEXT_SESSION(missed=1)
GANGESSECU.NS,2020-03-20,2020-03-24,NOT_NEXT_SESSION(missed=1)
GANGESSECU.NS,2020-03-31,2020-04-03,NOT_NEXT_SESSION(missed=1)
GAYAHWS.NS,2021-07-20,2021-07-26,NOT_NEXT_SESSION(missed=2)
GAYAHWS.NS,2021-07-26,2021-08-02,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2021-08-02,2021-08-09,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2021-08-09,2021-08-16,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2021-08-16,2021-08-23,NOT_NEXT_SESSION(missed=3)
GAYAHWS.NS,2021-08-23,2021-08-30,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2021-08-30,2021-09-13,NOT_NEXT_SESSION(missed=8)
GAYAHWS.NS,2021-09-13,2021-09-15,NOT_NEXT_SESSION(missed=1)
GAYAHWS.NS,2021-12-27,2022-01-03,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2022-01-03,2022-01-10,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2022-01-10,2022-01-17,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2022-01-17,2022-01-24,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2022-01-24,2022-01-31,NOT_NEXT_SESSION(missed=3)
GAYAHWS.NS,2022-01-31,2022-02-07,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2022-02-07,2022-02-14,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2022-03-25,2022-04-04,NOT_NEXT_SESSION(missed=5)
GAYAHWS.NS,2022-04-04,2022-04-11,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2022-04-11,2022-04-18,NOT_NEXT_SESSION(missed=2)
GAYAHWS.NS,2022-04-18,2022-04-25,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2022-04-25,2022-05-02,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2022-05-02,2022-05-09,NOT_NEXT_SESSION(missed=3)
GAYAHWS.NS,2023-04-17,2023-04-19,NOT_NEXT_SESSION(missed=1)
GAYAHWS.NS,2023-04-21,2023-04-25,NOT_NEXT_SESSION(missed=1)
GAYAHWS.NS,2023-06-21,2023-06-26,NOT_NEXT_SESSION(missed=2)
GAYAHWS.NS,2023-06-26,2023-07-03,NOT_NEXT_SESSION(missed=3)
GAYAHWS.NS,2023-07-03,2023-07-10,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2023-07-10,2023-07-17,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2023-07-17,2023-07-24,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2023-11-23,2023-11-28,NOT_NEXT_SESSION(missed=1)
GAYAHWS.NS,2023-11-28,2023-12-04,NOT_NEXT_SESSION(missed=3)
GAYAHWS.NS,2023-12-04,2023-12-11,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2023-12-11,2023-12-18,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2023-12-18,2023-12-26,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2023-12-26,2024-01-01,NOT_NEXT_SESSION(missed=3)
GAYAHWS.NS,2024-01-01,2024-01-08,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-02-01,2024-02-05,NOT_NEXT_SESSION(missed=1)
GAYAHWS.NS,2024-02-05,2024-02-12,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-02-12,2024-02-19,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-02-19,2024-02-26,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-02-26,2024-03-04,NOT_NEXT_SESSION(missed=5)
GAYAHWS.NS,2024-03-04,2024-03-11,NOT_NEXT_SESSION(missed=3)
GAYAHWS.NS,2024-03-11,2024-03-18,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-03-18,2024-03-26,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-03-26,2024-04-01,NOT_NEXT_SESSION(missed=2)
GAYAHWS.NS,2024-04-01,2024-04-08,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-06-25,2024-07-01,NOT_NEXT_SESSION(missed=3)
GAYAHWS.NS,2024-07-01,2024-07-08,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-07-08,2024-07-15,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-07-15,2024-07-22,NOT_NEXT_SESSION(missed=3)
GAYAHWS.NS,2024-07-22,2024-07-29,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-07-29,2024-08-05,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-08-05,2024-08-12,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-08-12,2024-08-19,NOT_NEXT_SESSION(missed=3)
GAYAHWS.NS,2024-08-19,2024-08-26,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-08-26,2024-09-02,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-09-02,2024-09-09,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-09-09,2024-09-11,NOT_NEXT_SESSION(missed=1)
GAYAHWS.NS,2024-11-14,2024-11-25,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-11-25,2024-12-02,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-12-02,2024-12-09,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-12-09,2024-12-16,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-12-16,2024-12-23,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2024-12-23,2024-12-30,NOT_NEXT_SESSION(missed=3)
GAYAHWS.NS,2024-12-30,2025-01-06,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2025-01-06,2025-01-13,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2025-01-13,2025-01-20,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2025-01-20,2025-01-27,NOT_NEXT_SESSION(missed=4)
GAYAHWS.NS,2025-01-27,2025-02-03,NOT_NEXT_SESSION(missed=5)
GAYAHWS.NS,2025-02-03,2025-02-10,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2017-10-18,2017-10-19,UNRESOLVED_SESSION
GAYAPROJ.NS,2017-10-19,2017-10-23,UNRESOLVED_SESSION
GAYAPROJ.NS,2018-11-06,2018-11-07,UNRESOLVED_SESSION
GAYAPROJ.NS,2018-11-07,2018-11-09,UNRESOLVED_SESSION
GAYAPROJ.NS,2023-04-11,2023-04-17,NOT_NEXT_SESSION(missed=2)
GAYAPROJ.NS,2023-04-17,2023-04-24,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2023-04-24,2023-05-02,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2023-05-02,2023-05-08,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2023-05-08,2023-05-15,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2023-05-15,2023-05-22,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2023-05-22,2023-05-29,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2023-05-29,2023-06-01,NOT_NEXT_SESSION(missed=2)
GAYAPROJ.NS,2023-07-20,2023-07-24,NOT_NEXT_SESSION(missed=1)
GAYAPROJ.NS,2023-07-24,2023-07-31,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2023-07-31,2023-08-07,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2023-08-07,2023-08-14,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2023-08-14,2023-08-21,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2023-08-21,2023-08-28,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2023-08-28,2023-09-01,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2023-12-26,2024-01-01,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2024-01-01,2024-01-08,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-01-08,2024-01-15,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-01-15,2024-01-23,NOT_NEXT_SESSION(missed=5)
GAYAPROJ.NS,2024-01-23,2024-01-29,NOT_NEXT_SESSION(missed=2)
GAYAPROJ.NS,2024-01-29,2024-02-01,NOT_NEXT_SESSION(missed=2)
GAYAPROJ.NS,2024-03-02,2024-03-11,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-03-11,2024-03-18,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-03-18,2024-03-26,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-03-26,2024-04-01,NOT_NEXT_SESSION(missed=2)
GAYAPROJ.NS,2024-04-01,2024-04-08,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-04-08,2024-04-15,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2024-04-15,2024-04-22,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2024-04-22,2024-04-29,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-04-29,2024-05-02,NOT_NEXT_SESSION(missed=1)
GAYAPROJ.NS,2024-05-24,2024-06-03,NOT_NEXT_SESSION(missed=5)
GAYAPROJ.NS,2024-06-03,2024-06-10,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-06-10,2024-06-18,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-06-18,2024-06-24,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2024-06-24,2024-07-01,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-07-31,2024-08-05,NOT_NEXT_SESSION(missed=2)
GAYAPROJ.NS,2024-08-05,2024-08-12,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-08-12,2024-08-19,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2024-08-19,2024-08-26,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-08-26,2024-09-02,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-09-02,2024-09-09,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-09-09,2024-09-16,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-09-16,2024-09-23,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-09-23,2024-09-30,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-10-04,2024-10-14,NOT_NEXT_SESSION(missed=5)
GAYAPROJ.NS,2024-10-14,2024-10-21,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-10-21,2024-10-28,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-10-28,2024-11-04,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2024-11-04,2024-11-11,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-04-22,2025-04-28,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2025-04-28,2025-05-05,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2025-05-05,2025-05-12,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-05-12,2025-05-19,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-05-19,2025-05-26,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-05-26,2025-06-02,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-09-15,2025-09-22,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-09-22,2025-09-29,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-09-29,2025-10-06,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2025-10-06,2025-10-13,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-10-13,2025-10-20,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-10-20,2025-10-27,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2025-10-27,2025-11-03,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-11-03,2025-11-10,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2025-11-10,2025-11-17,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-11-17,2025-11-24,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-11-24,2025-12-01,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-12-01,2025-12-08,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2025-12-08,2026-01-05,NOT_NEXT_SESSION(missed=18)
GAYAPROJ.NS,2026-01-05,2026-01-12,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2026-01-12,2026-01-19,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2026-01-19,2026-01-27,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2026-01-27,2026-02-02,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2026-02-02,2026-02-09,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2026-02-09,2026-02-16,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2026-02-16,2026-02-23,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2026-02-23,2026-03-02,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2026-03-02,2026-03-09,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2026-03-09,2026-03-16,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2026-03-16,2026-03-23,NOT_NEXT_SESSION(missed=4)
GAYAPROJ.NS,2026-03-23,2026-03-30,NOT_NEXT_SESSION(missed=3)
GAYAPROJ.NS,2026-03-30,2026-04-06,NOT_NEXT_SESSION(missed=2)
GAYAPROJ.NS,2026-04-06,2026-04-09,NOT_NEXT_SESSION(missed=2)
GFLLIMITED.NS,2019-08-05,2019-08-06,EXTREME_RETURN
GFLLIMITED.NS,2021-03-25,2021-03-26,EXTREME_RETURN
GFLLIMITED.NS,2024-10-24,2024-10-28,NOT_NEXT_SESSION(missed=1)
GICL.NS,2021-05-12,2021-11-04,NOT_NEXT_SESSION(missed=120)
GICL.NS,2021-11-08,2021-11-26,NOT_NEXT_SESSION(missed=12)
GICL.NS,2021-11-26,2021-11-30,NOT_NEXT_SESSION(missed=1)
GICL.NS,2021-12-01,2021-12-03,NOT_NEXT_SESSION(missed=1)
GICL.NS,2021-12-07,2021-12-09,NOT_NEXT_SESSION(missed=1)
GICL.NS,2021-12-10,2021-12-15,NOT_NEXT_SESSION(missed=2)
GICL.NS,2021-12-16,2021-12-20,NOT_NEXT_SESSION(missed=1)
GICL.NS,2021-12-28,2022-01-03,NOT_NEXT_SESSION(missed=3)
GICL.NS,2022-01-05,2022-01-07,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-01-19,2022-01-31,NOT_NEXT_SESSION(missed=6)
GICL.NS,2022-02-03,2022-02-09,NOT_NEXT_SESSION(missed=3)
GICL.NS,2022-02-09,2022-02-17,NOT_NEXT_SESSION(missed=5)
GICL.NS,2022-02-18,2022-02-23,NOT_NEXT_SESSION(missed=2)
GICL.NS,2022-02-24,2022-03-02,NOT_NEXT_SESSION(missed=2)
GICL.NS,2022-03-03,2022-03-17,NOT_NEXT_SESSION(missed=9)
GICL.NS,2022-03-17,2022-04-05,NOT_NEXT_SESSION(missed=11)
GICL.NS,2022-04-11,2022-04-13,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-04-18,2022-04-22,NOT_NEXT_SESSION(missed=3)
GICL.NS,2022-04-22,2022-04-28,NOT_NEXT_SESSION(missed=3)
GICL.NS,2022-05-02,2022-05-09,NOT_NEXT_SESSION(missed=3)
GICL.NS,2022-05-10,2022-05-12,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-05-16,2022-05-18,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-05-18,2022-05-24,NOT_NEXT_SESSION(missed=3)
GICL.NS,2022-07-21,2022-07-26,NOT_NEXT_SESSION(missed=2)
GICL.NS,2022-07-27,2022-07-29,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-08-02,2022-08-11,NOT_NEXT_SESSION(missed=5)
GICL.NS,2022-08-11,2022-08-18,NOT_NEXT_SESSION(missed=3)
GICL.NS,2022-08-18,2022-08-22,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-08-22,2022-08-24,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-08-24,2022-08-26,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-08-29,2022-09-06,NOT_NEXT_SESSION(missed=4)
GICL.NS,2022-09-07,2022-09-09,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-09-12,2022-09-20,NOT_NEXT_SESSION(missed=5)
GICL.NS,2022-09-20,2022-09-27,NOT_NEXT_SESSION(missed=4)
GICL.NS,2022-09-28,2022-09-30,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-09-30,2022-10-10,NOT_NEXT_SESSION(missed=4)
GICL.NS,2022-10-10,2022-10-12,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-10-12,2022-10-20,NOT_NEXT_SESSION(missed=5)
GICL.NS,2022-10-20,2022-10-24,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-10-24,2022-10-28,NOT_NEXT_SESSION(missed=2)
GICL.NS,2022-11-10,2022-11-14,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-11-17,2022-11-21,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-11-29,2022-12-01,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-12-14,2022-12-16,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-12-16,2022-12-20,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-12-27,2022-12-29,NOT_NEXT_SESSION(missed=1)
GICL.NS,2022-12-30,2023-01-03,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-01-04,2023-01-06,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-01-06,2023-01-13,NOT_NEXT_SESSION(missed=4)
GICL.NS,2023-01-16,2023-01-18,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-01-19,2023-01-23,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-02-07,2023-02-10,NOT_NEXT_SESSION(missed=2)
GICL.NS,2023-02-13,2023-02-16,NOT_NEXT_SESSION(missed=2)
GICL.NS,2023-02-28,2023-03-09,NOT_NEXT_SESSION(missed=5)
GICL.NS,2023-03-10,2023-03-14,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-03-14,2023-03-16,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-03-16,2023-03-20,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-03-23,2023-03-27,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-03-29,2023-04-03,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-04-03,2023-04-10,NOT_NEXT_SESSION(missed=2)
GICL.NS,2023-04-10,2023-04-17,NOT_NEXT_SESSION(missed=3)
GICL.NS,2023-04-21,2023-04-28,NOT_NEXT_SESSION(missed=4)
GICL.NS,2023-04-28,2023-05-04,NOT_NEXT_SESSION(missed=2)
GICL.NS,2023-05-23,2023-06-01,NOT_NEXT_SESSION(missed=6)
GICL.NS,2023-06-05,2023-06-07,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-06-07,2023-06-14,NOT_NEXT_SESSION(missed=4)
GICL.NS,2023-06-14,2023-06-16,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-06-21,2023-06-23,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-06-26,2023-06-28,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-06-28,2023-07-06,NOT_NEXT_SESSION(missed=4)
GICL.NS,2023-07-06,2023-07-11,NOT_NEXT_SESSION(missed=2)
GICL.NS,2023-07-11,2023-07-17,NOT_NEXT_SESSION(missed=3)
GICL.NS,2023-07-18,2023-07-24,NOT_NEXT_SESSION(missed=3)
GICL.NS,2023-07-26,2023-07-31,NOT_NEXT_SESSION(missed=2)
GICL.NS,2023-08-01,2023-08-03,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-08-04,2023-08-08,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-08-23,2023-08-29,NOT_NEXT_SESSION(missed=3)
GICL.NS,2023-08-29,2023-09-01,NOT_NEXT_SESSION(missed=2)
GICL.NS,2023-09-01,2023-09-05,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-09-14,2023-09-18,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-09-26,2023-09-29,NOT_NEXT_SESSION(missed=2)
GICL.NS,2023-10-03,2023-10-05,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-10-16,2023-10-25,NOT_NEXT_SESSION(missed=5)
GICL.NS,2023-10-26,2023-10-30,NOT_NEXT_SESSION(missed=1)
GICL.NS,2023-12-18,2024-01-01,NOT_NEXT_SESSION(missed=8)
GICL.NS,2024-01-31,2024-02-02,NOT_NEXT_SESSION(missed=1)
GICL.NS,2024-02-13,2024-02-15,NOT_NEXT_SESSION(missed=1)
GICL.NS,2024-02-15,2024-02-21,NOT_NEXT_SESSION(missed=3)
GICL.NS,2024-02-22,2024-02-29,NOT_NEXT_SESSION(missed=4)
GICL.NS,2024-02-29,2024-03-06,NOT_NEXT_SESSION(missed=4)
GICL.NS,2024-03-06,2024-03-11,NOT_NEXT_SESSION(missed=1)
GICL.NS,2024-05-17,2024-05-23,NOT_NEXT_SESSION(missed=3)
GICL.NS,2024-05-24,2024-05-29,NOT_NEXT_SESSION(missed=2)
GICL.NS,2024-05-30,2024-06-04,NOT_NEXT_SESSION(missed=2)
GICL.NS,2024-06-05,2024-06-07,NOT_NEXT_SESSION(missed=1)
GICL.NS,2024-06-12,2024-06-14,NOT_NEXT_SESSION(missed=1)
GICL.NS,2024-06-14,2024-06-19,NOT_NEXT_SESSION(missed=1)
GICL.NS,2024-10-01,2024-10-04,NOT_NEXT_SESSION(missed=1)
GICL.NS,2024-10-09,2024-10-11,NOT_NEXT_SESSION(missed=1)
GICL.NS,2024-11-13,2024-11-18,NOT_NEXT_SESSION(missed=1)
GICL.NS,2024-12-27,2024-12-31,NOT_NEXT_SESSION(missed=1)
GICL.NS,2025-01-20,2025-01-22,NOT_NEXT_SESSION(missed=1)
GICL.NS,2025-01-22,2025-01-24,NOT_NEXT_SESSION(missed=1)
GICL.NS,2025-01-24,2025-01-28,NOT_NEXT_SESSION(missed=1)
GICL.NS,2025-01-30,2025-02-03,NOT_NEXT_SESSION(missed=2)
GICL.NS,2025-02-06,2025-02-10,NOT_NEXT_SESSION(missed=1)
GICL.NS,2025-02-11,2025-02-17,NOT_NEXT_SESSION(missed=3)
GICL.NS,2025-02-17,2025-02-21,NOT_NEXT_SESSION(missed=3)
GICL.NS,2025-02-21,2025-02-25,NOT_NEXT_SESSION(missed=1)
GICL.NS,2025-03-07,2025-03-11,NOT_NEXT_SESSION(missed=1)
GICL.NS,2025-03-12,2025-03-17,NOT_NEXT_SESSION(missed=1)
GILLANDERS.NS,2019-09-12,2019-09-16,NOT_NEXT_SESSION(missed=1)
GILLANDERS.NS,2019-10-25,2019-10-29,NOT_NEXT_SESSION(missed=1)
GILLANDERS.NS,2020-05-05,2020-05-07,NOT_NEXT_SESSION(missed=1)
GKWLIMITED.NS,2018-11-09,2018-11-13,NOT_NEXT_SESSION(missed=1)
GKWLIMITED.NS,2019-05-30,2019-06-03,NOT_NEXT_SESSION(missed=1)
GKWLIMITED.NS,2019-06-27,2019-07-01,NOT_NEXT_SESSION(missed=1)
GKWLIMITED.NS,2019-09-09,2019-09-13,NOT_NEXT_SESSION(missed=2)
GKWLIMITED.NS,2020-03-23,2020-03-25,NOT_NEXT_SESSION(missed=1)
GKWLIMITED.NS,2020-04-20,2020-04-22,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2021-05-27,2021-05-31,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2021-11-03,2021-11-08,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2021-12-13,2021-12-27,NOT_NEXT_SESSION(missed=9)
