symbol,prediction_session,target_session,calendar_gap_days,missed_market_sessions,classification
LATTEYS.NS,2019-07-24,2019-09-19,57,36,SUSPENSION
MASKINVEST.NS,2018-05-14,2018-07-10,57,40,SUSPENSION
ALIVUS.NS,2018-06-12,2018-08-07,56,39,LISTING_BOUNDARY
ARENTERP.NS,2019-07-29,2019-09-23,56,35,SUSPENSION
BLUECOAST.NS,2023-01-02,2023-02-27,56,38,SUSPENSION
CNL.NS,2018-03-21,2018-05-16,56,36,SUSPENSION
GLFL.NS,2019-04-18,2019-06-13,56,35,SUSPENSION
INFOMEDIA.NS,2018-06-11,2018-08-06,56,39,SUSPENSION
JYOTISTRUC.NS,2019-10-07,2019-12-02,56,36,SUSPENSION
LGHL.NS,2020-07-29,2020-09-23,56,39,SUSPENSION
PANSARI.NS,2019-06-24,2019-08-19,56,37,SUSPENSION
SAGARDEEP.NS,2018-11-30,2019-01-25,56,38,SUSPENSION
SHYAMTEL.NS,2019-04-02,2019-05-28,56,35,SUSPENSION
ANGELONE.NS,2017-10-26,2017-12-20,55,38,SUSPENSION
PANSARI.NS,2020-06-16,2020-08-10,55,38,SUSPENSION
TPHQ.NS,2020-07-24,2020-09-17,55,38,SUSPENSION
VINEETLAB.NS,2017-12-06,2018-01-30,55,36,SUSPENSION
AKG.NS,2019-09-18,2019-11-11,54,34,SUSPENSION
ANGELONE.NS,2016-12-15,2017-02-07,54,36,LISTING_BOUNDARY
NITIRAJ.NS,2019-11-15,2020-01-08,54,36,SUSPENSION
NORBTEAEXP.NS,2019-07-17,2019-09-09,54,34,SUSPENSION
PIGL.NS,2019-03-27,2019-05-20,54,33,SUSPENSION
SAGARDEEP.NS,2016-09-22,2016-11-15,54,33,LISTING_BOUNDARY
TPHQ.NS,2018-05-30,2018-07-23,54,37,SUSPENSION
PASHUPATI.NS,2020-03-26,2020-05-18,53,31,SUSPENSION
TRU.NS,2023-04-28,2023-06-20,53,35,SUSPENSION
INFOMEDIA.NS,2020-01-20,2020-03-12,52,36,SUSPENSION
LGHL.NS,2023-01-17,2023-03-10,52,35,SUSPENSION
SHANTI.NS,2020-08-14,2020-10-05,52,34,SUSPENSION
ARTNIRMAN.NS,2018-01-31,2018-03-23,51,34,SUSPENSION
DCMFINSERV.NS,2019-07-22,2019-09-11,51,32,SUSPENSION
HECPROJECT.NS,2019-09-24,2019-11-14,51,32,SUSPENSION
JAIPURKURT.NS,2020-06-29,2020-08-19,51,36,SUSPENSION
LAXMICOT.NS,2019-11-27,2020-01-17,51,35,SUSPENSION
PANSARI.NS,2020-10-05,2020-11-25,51,36,SUSPENSION
S&SPOWER.NS,2023-03-06,2023-04-26,51,31,SUSPENSION
BLUECOAST.NS,2024-04-01,2024-05-21,50,32,SUSPENSION
LATTEYS.NS,2020-04-08,2020-05-28,50,31,SUSPENSION
SHYAMTEL.NS,2021-12-27,2022-02-15,50,34,SUSPENSION
TPHQ.NS,2019-07-15,2019-09-03,50,32,SUSPENSION
BLUECHIP.NS,2017-12-04,2018-01-22,49,33,SUSPENSION
INFOMEDIA.NS,2019-12-02,2020-01-20,49,33,SUSPENSION
PANSARI.NS,2020-08-17,2020-10-05,49,33,SUSPENSION
SHANTI.NS,2021-04-13,2021-06-01,49,31,SUSPENSION
SHIVAUM.NS,2025-06-26,2025-08-14,49,34,SUSPENSION
SHYAMTEL.NS,2018-01-15,2018-03-05,49,31,SUSPENSION
WEALTH.NS,2019-09-26,2019-11-14,49,30,SUSPENSION
ADL.NS,2017-01-18,2017-03-07,48,31,SUSPENSION
AKG.NS,2020-02-27,2020-04-15,48,28,SUSPENSION
ARTNIRMAN.NS,2019-03-22,2019-05-09,48,29,SUSPENSION
AVROIND.NS,2020-08-11,2020-09-28,48,33,SUSPENSION
GEEKAYWIRE.NS,2019-11-08,2019-12-26,48,31,SUSPENSION
GICL.NS,2019-10-01,2019-11-18,48,29,SUSPENSION
SHIVAUM.NS,2021-08-25,2021-10-12,48,32,SUSPENSION
TEMBO.NS,2020-05-20,2020-07-07,48,32,SUSPENSION
ARENTERP.NS,2018-09-28,2018-11-14,47,28,SUSPENSION
BALAXI.NS,2018-04-20,2018-06-06,47,31,SUSPENSION
GICL.NS,2020-12-02,2021-01-18,47,31,SUSPENSION
HECPROJECT.NS,2018-07-18,2018-09-03,47,30,SUSPENSION
MKPL.NS,2021-01-28,2021-03-16,47,31,SUSPENSION
MKPL.NS,2023-02-17,2023-04-05,47,29,SUSPENSION
SHIVAUM.NS,2021-03-12,2021-04-28,47,28,SUSPENSION
SHIVAUM.NS,2021-06-23,2021-08-09,47,31,SUSPENSION
SILGO.NS,2020-03-25,2020-05-11,47,27,SUSPENSION
TPHQ.NS,2018-12-28,2019-02-13,47,32,SUSPENSION
ARVEE.NS,2019-06-03,2019-07-19,46,32,SUSPENSION
BECTORFOOD.NS,2017-08-31,2017-10-16,46,30,SUSPENSION
HPIL.NS,2020-04-23,2020-06-08,46,29,SUSPENSION
LGHL.NS,2020-06-08,2020-07-24,46,33,SUSPENSION
MARINE.NS,2016-09-30,2016-11-15,46,27,LISTING_BOUNDARY
APOLSINHOT.NS,2019-01-07,2019-02-21,45,32,SUSPENSION
ARENTERP.NS,2019-09-23,2019-11-07,45,29,SUSPENSION
ASHIMASYN.NS,2019-01-07,2019-02-21,45,32,SUSPENSION
BIRLAMONEY.NS,2019-01-07,2019-02-21,45,32,SUSPENSION
DBREALTY.NS,2019-01-07,2019-02-21,45,32,SUSPENSION
DNAMEDIA.NS,2019-01-07,2019-02-21,45,32,SUSPENSION
GICL.NS,2019-07-12,2019-08-26,45,28,SUSPENSION
GOKUL.NS,2019-01-07,2019-02-21,45,32,SUSPENSION
GOKULAGRO.NS,2019-01-07,2019-02-21,45,32,SUSPENSION
HPIL.NS,2021-03-30,2021-05-14,45,28,SUSPENSION
INDORAMA.NS,2019-01-07,2019-02-21,45,32,SUSPENSION
LASA.NS,2019-01-07,2019-02-21,45,32,SUSPENSION
LGHL.NS,2023-06-02,2023-07-17,45,29,SUSPENSION
PILITA.NS,2019-01-07,2019-02-21,45,32,SUSPENSION
RADAAN.NS,2019-01-07,2019-02-21,45,32,SUSPENSION
RADAAN.NS,2023-01-30,2023-03-16,45,31,SUSPENSION
ACEINTEG.NS,2018-10-17,2018-11-30,44,27,SUSPENSION
ANGELONE.NS,2018-05-02,2018-06-15,44,31,SUSPENSION
ARTNIRMAN.NS,2019-09-16,2019-10-30,44,28,SUSPENSION
MASKINVEST.NS,2022-07-25,2022-09-07,44,28,SUSPENSION
PIGL.NS,2019-07-29,2019-09-11,44,27,SUSPENSION
SHIVAUM.NS,2020-08-26,2020-10-09,44,30,SUSPENSION
SHIVAUM.NS,2020-11-25,2021-01-08,44,29,SUSPENSION
WEALTH.NS,2020-03-02,2020-04-15,44,26,SUSPENSION
ARTNIRMAN.NS,2017-01-05,2017-02-17,43,29,SUSPENSION
ARTNIRMAN.NS,2017-11-16,2017-12-29,43,29,SUSPENSION
GEEKAYWIRE.NS,2019-05-06,2019-06-18,43,29,SUSPENSION
GEEKAYWIRE.NS,2019-09-26,2019-11-08,43,27,SUSPENSION
GLFL.NS,2018-05-30,2018-07-12,43,30,SUSPENSION
KRISHANA.NS,2019-04-04,2019-05-17,43,26,SUSPENSION
LATTEYS.NS,2020-10-19,2020-12-01,43,29,SUSPENSION
LAXMICOT.NS,2020-06-16,2020-07-29,43,30,SUSPENSION
LGHL.NS,2021-08-31,2021-10-13,43,29,SUSPENSION
LGHL.NS,2023-04-18,2023-05-31,43,29,SUSPENSION
PIGL.NS,2020-07-16,2020-08-28,43,30,SUSPENSION
PIXTRANS.NS,2017-09-14,2017-10-27,43,27,SUSPENSION
ROTO.NS,2017-05-24,2017-07-06,43,29,SUSPENSION
AVROIND.NS,2019-10-10,2019-11-21,42,27,SUSPENSION
BALAXI.NS,2018-09-03,2018-10-15,42,26,SUSPENSION
BECTORFOOD.NS,2018-03-22,2018-05-03,42,26,SUSPENSION
BLUECHIP.NS,2017-06-05,2017-07-17,42,28,SUSPENSION
CROWN.NS,2021-07-14,2021-08-25,42,27,SUSPENSION
HECPROJECT.NS,2021-10-19,2021-11-30,42,27,SUSPENSION
PANSARI.NS,2021-01-04,2021-02-15,42,28,SUSPENSION
PARASPETRO.NS,2017-06-05,2017-07-17,42,28,SUSPENSION
PASHUPATI.NS,2023-11-07,2023-12-19,42,28,SUSPENSION
PIXTRANS.NS,2020-01-22,2020-03-04,42,29,SUSPENSION
SAGARDEEP.NS,2017-07-13,2017-08-24,42,28,LISTING_BOUNDARY
SHANTI.NS,2020-01-22,2020-03-04,42,29,SUSPENSION
SHIVAUM.NS,2023-06-23,2023-08-04,42,28,SUSPENSION
SHIVAUM.NS,2025-10-03,2025-11-14,42,27,SUSPENSION
SHYAMTEL.NS,2021-03-30,2021-05-11,42,26,SUSPENSION
TPHQ.NS,2020-02-06,2020-03-19,42,27,SUSPENSION
BCONCEPTS.NS,2019-08-13,2019-09-23,41,25,SUSPENSION
HPIL.NS,2020-07-24,2020-09-03,41,28,SUSPENSION
IRISDOREME.NS,2019-10-09,2019-11-19,41,26,SUSPENSION
SHANTI.NS,2020-07-03,2020-08-13,41,28,SUSPENSION
SHIVAUM.NS,2021-04-28,2021-06-08,41,27,SUSPENSION
TPHQ.NS,2019-09-03,2019-10-14,41,25,SUSPENSION
ACEINTEG.NS,2021-08-05,2021-09-14,40,25,SUSPENSION
ADL.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
AGRITECH.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
AJOONI.NS,2017-06-07,2017-07-17,40,26,LISTING_BOUNDARY
AURUS.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
AVROIND.NS,2020-11-26,2021-01-05,40,25,SUSPENSION
BEDMUTHA.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
CUBEXTUB.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
DELTAMAGNT.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
DHANBANK.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
DWARKESH.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
ENERGYDEV.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
GANGESSECU.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
ISFT.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
JAIBALAJI.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
KOTARISUG.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
LATTEYS.NS,2020-06-11,2020-07-21,40,27,SUSPENSION
LATTEYS.NS,2021-08-26,2021-10-05,40,26,SUSPENSION
MAGADSUGAR.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
MASKINVEST.NS,2016-11-10,2016-12-20,40,26,LISTING_BOUNDARY
MAWANASUG.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
MINDTECK.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
NITIRAJ.NS,2021-02-18,2021-03-30,40,25,SUSPENSION
NORBTEAEXP.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
PALASHSECU.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
PIGL.NS,2020-03-20,2020-04-29,40,23,SUSPENSION
PRAKASHSTL.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
PRECOT.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
PVP.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
RAJSREESUG.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
RAJTV.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
RAMANEWS.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
RANASUG.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
REFEX.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
SAKHTISUG.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
SAMPANN.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
SGL.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
SHYAMTEL.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
SOLEX.NS,2020-01-31,2020-03-11,40,26,SUSPENSION
TPHQ.NS,2020-09-17,2020-10-27,40,26,SUSPENSION
TREEHOUSE.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
UGARSUGAR.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
UNITEDPOLY.NS,2019-07-31,2019-09-09,40,24,SUSPENSION
URJA.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
WEALTH.NS,2017-05-24,2017-07-03,40,26,SUSPENSION
ZENITHEXPO.NS,2018-11-30,2019-01-09,40,26,SUSPENSION
BLUECHIP.NS,2017-07-27,2017-09-04,39,24,SUSPENSION
GICL.NS,2019-03-07,2019-04-15,39,25,SUSPENSION
HINDCON.NS,2019-07-19,2019-08-27,39,24,SUSPENSION
HPIL.NS,2020-12-04,2021-01-12,39,25,SUSPENSION
LICNFNHGP.NS,2016-11-24,2017-01-02,39,26,SUSPENSION
MITCON.NS,2020-06-15,2020-07-24,39,28,SUSPENSION
NKIND.NS,2016-10-21,2016-11-29,39,24,SUSPENSION
SHYAMTEL.NS,2020-04-24,2020-06-02,39,24,SUSPENSION
TEMBO.NS,2019-09-20,2019-10-29,39,23,SUSPENSION
WEALTH.NS,2019-04-05,2019-05-14,39,22,SUSPENSION
WEALTH.NS,2020-10-26,2020-12-04,39,27,SUSPENSION
BANKA.NS,2019-12-20,2020-01-27,38,24,SUSPENSION
BBTCL.NS,2019-12-03,2020-01-10,38,26,SUSPENSION
GICL.NS,2018-02-02,2018-03-12,38,23,SUSPENSION
MASKINVEST.NS,2019-07-29,2019-09-05,38,24,SUSPENSION
NITIRAJ.NS,2020-08-03,2020-09-10,38,27,SUSPENSION
PIGL.NS,2020-01-13,2020-02-20,38,28,SUSPENSION
PIGL.NS,2020-09-08,2020-10-16,38,26,SUSPENSION
RADAAN.NS,2020-09-04,2020-10-12,38,24,SUSPENSION
RELIABLE.NS,2022-10-21,2022-11-28,38,23,SUSPENSION
UMIYA-MRO.NS,2020-02-10,2020-03-19,38,25,SUSPENSION
ACEINTEG.NS,2019-11-11,2019-12-18,37,25,SUSPENSION
HPIL.NS,2020-09-08,2020-10-15,37,25,SUSPENSION
LATTEYS.NS,2020-07-22,2020-08-28,37,26,SUSPENSION
LGHL.NS,2022-01-11,2022-02-17,37,25,SUSPENSION
NARMADA.NS,2020-12-01,2021-01-07,37,25,SUSPENSION
SILGO.NS,2021-01-13,2021-02-19,37,25,SUSPENSION
TEMBO.NS,2019-08-05,2019-09-11,37,22,SUSPENSION
TPHQ.NS,2019-02-13,2019-03-22,37,24,SUSPENSION
UNITEDPOLY.NS,2016-10-26,2016-12-02,37,24,LISTING_BOUNDARY
UNITEDPOLY.NS,2020-09-29,2020-11-05,37,25,SUSPENSION
ABINFRA.NS,2021-04-22,2021-05-28,36,24,SUSPENSION
ARTNIRMAN.NS,2017-07-19,2017-08-24,36,24,SUSPENSION
BLUECHIP.NS,2020-10-12,2020-11-17,36,25,SUSPENSION
CYBERMEDIA.NS,2019-08-01,2019-09-06,36,22,SUSPENSION
FCSSOFT.NS,2019-01-16,2019-02-21,36,25,SUSPENSION
GEEKAYWIRE.NS,2019-08-19,2019-09-24,36,23,SUSPENSION
GLFL.NS,2018-04-12,2018-05-18,36,24,SUSPENSION
GTL.NS,2019-01-16,2019-02-21,36,25,SUSPENSION
HPIL.NS,2021-08-02,2021-09-07,36,24,SUSPENSION
KELLTONTEC.NS,2019-01-16,2019-02-21,36,25,SUSPENSION
LATTEYS.NS,2018-10-10,2018-11-15,36,22,SUSPENSION
MASKINVEST.NS,2019-09-26,2019-11-01,36,22,SUSPENSION
MITCON.NS,2019-10-10,2019-11-15,36,23,SUSPENSION
MITCON.NS,2020-02-17,2020-03-24,36,23,SUSPENSION
ROTO.NS,2018-03-08,2018-04-13,36,23,SUSPENSION
SILGO.NS,2020-02-04,2020-03-11,36,23,SUSPENSION
WEALTH.NS,2017-09-19,2017-10-25,36,22,SUSPENSION
ACEINTEG.NS,2019-04-15,2019-05-20,35,20,SUSPENSION
ACEINTEG.NS,2019-12-31,2020-02-04,35,25,SUSPENSION
AVROIND.NS,2018-09-28,2018-11-02,35,22,SUSPENSION
BAJAJHCARE.NS,2017-12-28,2018-02-01,35,23,SUSPENSION
BLUECHIP.NS,2019-07-01,2019-08-05,35,24,SUSPENSION
ESSENTIA.NS,2018-06-15,2018-07-20,35,24,SUSPENSION
INFOMEDIA.NS,2018-05-07,2018-06-11,35,24,SUSPENSION
IRISDOREME.NS,2019-09-04,2019-10-09,35,21,SUSPENSION
JYOTISTRUC.NS,2019-07-01,2019-08-05,35,24,SUSPENSION
LAXMICOT.NS,2020-09-01,2020-10-06,35,23,SUSPENSION
NARMADA.NS,2021-07-13,2021-08-17,35,23,SUSPENSION
PASHUPATI.NS,2023-12-19,2024-01-23,35,23,SUSPENSION
PRAKASHSTL.NS,2018-01-01,2018-02-05,35,23,SUSPENSION
SHIVAUM.NS,2023-03-16,2023-04-20,35,20,SUSPENSION
SHIVAUM.NS,2023-08-04,2023-09-08,35,23,SUSPENSION
SILGO.NS,2019-03-05,2019-04-09,35,23,SUSPENSION
TARC.NS,2018-04-02,2018-05-07,35,23,LISTING_BOUNDARY
TARC.NS,2018-07-02,2018-08-06,35,24,LISTING_BOUNDARY
AVROIND.NS,2021-10-01,2021-11-04,34,22,SUSPENSION
CNL.NS,2018-06-08,2018-07-12,34,23,SUSPENSION
DCI.NS,2020-08-05,2020-09-08,34,23,SUSPENSION
DCI.NS,2022-06-15,2022-07-19,34,23,SUSPENSION
ESSENTIA.NS,2017-05-19,2017-06-22,34,23,SUSPENSION
FCSSOFT.NS,2017-10-03,2017-11-06,34,21,SUSPENSION
INFOMEDIA.NS,2020-11-17,2020-12-21,34,22,SUSPENSION
IRISDOREME.NS,2019-11-19,2019-12-23,34,23,SUSPENSION
JYOTISTRUC.NS,2019-09-03,2019-10-07,34,21,SUSPENSION
LATTEYS.NS,2021-05-11,2021-06-14,34,22,SUSPENSION
MASKINVEST.NS,2018-04-10,2018-05-14,34,22,SUSPENSION
MKPL.NS,2022-02-04,2022-03-10,34,22,SUSPENSION
NARMADA.NS,2022-08-16,2022-09-19,34,22,SUSPENSION
PANSARI.NS,2019-05-21,2019-06-24,34,22,SUSPENSION
PASHUPATI.NS,2019-04-25,2019-05-29,34,21,SUSPENSION
SHIVAUM.NS,2019-12-24,2020-01-27,34,22,SUSPENSION
SHIVAUM.NS,2023-11-07,2023-12-11,34,22,SUSPENSION
SILGO.NS,2020-12-04,2021-01-07,34,22,SUSPENSION
ARTNIRMAN.NS,2021-07-23,2021-08-25,33,21,SUSPENSION
BECTORFOOD.NS,2017-04-13,2017-05-16,33,20,LISTING_BOUNDARY
BECTORFOOD.NS,2017-05-25,2017-06-27,33,21,LISTING_BOUNDARY
DCI.NS,2020-03-27,2020-04-29,33,18,SUSPENSION
DCI.NS,2021-10-01,2021-11-03,33,21,SUSPENSION
HECPROJECT.NS,2019-08-22,2019-09-24,33,20,SUSPENSION
HPIL.NS,2021-06-30,2021-08-02,33,21,SUSPENSION
LAXMICOT.NS,2018-08-29,2018-10-01,33,20,SUSPENSION
MASKINVEST.NS,2018-10-25,2018-11-27,33,19,SUSPENSION
MASKINVEST.NS,2019-11-01,2019-12-04,33,21,SUSPENSION
MKPL.NS,2019-12-05,2020-01-07,33,21,SUSPENSION
NARMADA.NS,2019-06-21,2019-07-24,33,22,SUSPENSION
NARMADA.NS,2022-06-22,2022-07-25,33,22,SUSPENSION
PAVNAIND.NS,2023-03-01,2023-04-03,33,20,SUSPENSION
RELIABLE.NS,2022-05-05,2022-06-07,33,22,SUSPENSION
SHIVAUM.NS,2021-11-24,2021-12-27,33,22,SUSPENSION
STARHEALTH.NS,2017-12-28,2018-01-30,33,21,SUSPENSION
THEJO.NS,2019-09-26,2019-10-29,33,19,SUSPENSION
UNITEDPOLY.NS,2018-05-03,2018-06-05,33,22,SUSPENSION
WEL.NS,2020-03-27,2020-04-29,33,18,SUSPENSION
WEL.NS,2020-09-23,2020-10-26,33,21,SUSPENSION
AIROLAM.NS,2020-04-24,2020-05-26,32,19,SUSPENSION
ANGELONE.NS,2017-08-10,2017-09-11,32,19,SUSPENSION
ARTNIRMAN.NS,2019-05-09,2019-06-10,32,20,SUSPENSION
GLFL.NS,2019-06-13,2019-07-15,32,21,SUSPENSION
HECPROJECT.NS,2019-05-02,2019-06-03,32,21,SUSPENSION
HECPROJECT.NS,2021-04-08,2021-05-10,32,19,SUSPENSION
KEYFINSERV.NS,2016-10-06,2016-11-07,32,18,LISTING_BOUNDARY
MITCON.NS,2019-05-20,2019-06-21,32,22,SUSPENSION
MITCON.NS,2021-04-16,2021-05-18,32,19,SUSPENSION
NARMADA.NS,2020-10-30,2020-12-01,32,20,SUSPENSION
NORBTEAEXP.NS,2019-09-30,2019-11-01,32,20,SUSPENSION
ROTO.NS,2017-01-05,2017-02-06,32,20,SUSPENSION
SHIVAUM.NS,2020-01-27,2020-02-28,32,23,SUSPENSION
SHYAMTEL.NS,2019-08-05,2019-09-06,32,20,SUSPENSION
TEMBO.NS,2018-07-12,2018-08-13,32,21,LISTING_BOUNDARY
UNIINFO.NS,2021-04-29,2021-05-31,32,20,SUSPENSION
WEALTH.NS,2020-09-24,2020-10-26,32,20,SUSPENSION
WEWIN.NS,2020-09-11,2020-10-13,32,20,SUSPENSION
ACEINTEG.NS,2018-08-03,2018-09-03,31,18,SUSPENSION
AKG.NS,2019-07-02,2019-08-02,31,22,SUSPENSION
ANGELONE.NS,2017-03-10,2017-04-10,31,18,SUSPENSION
ANGELONE.NS,2017-07-10,2017-08-10,31,22,SUSPENSION
ANGELONE.NS,2018-01-08,2018-02-08,31,21,SUSPENSION
ARENTERP.NS,2018-01-12,2018-02-12,31,19,SUSPENSION
ARTNIRMAN.NS,2017-05-09,2017-06-09,31,22,SUSPENSION
ARTNIRMAN.NS,2017-12-29,2018-01-29,31,19,SUSPENSION
ARTNIRMAN.NS,2018-03-23,2018-04-23,31,18,SUSPENSION
ARTNIRMAN.NS,2018-07-20,2018-08-20,31,19,SUSPENSION
ARTNIRMAN.NS,2018-10-01,2018-11-01,31,20,SUSPENSION
BAJAJHCARE.NS,2017-05-16,2017-06-16,31,22,LISTING_BOUNDARY
BECTORFOOD.NS,2016-12-13,2017-01-13,31,22,LISTING_BOUNDARY
BECTORFOOD.NS,2017-01-13,2017-02-13,31,19,LISTING_BOUNDARY
BECTORFOOD.NS,2017-07-31,2017-08-31,31,20,SUSPENSION
BECTORFOOD.NS,2017-10-16,2017-11-16,31,20,SUSPENSION
BECTORFOOD.NS,2017-12-08,2018-01-08,31,19,SUSPENSION
BECTORFOOD.NS,2018-01-22,2018-02-22,31,20,SUSPENSION
BLUECHIP.NS,2018-05-22,2018-06-22,31,22,SUSPENSION
BLUECHIP.NS,2018-07-09,2018-08-09,31,22,SUSPENSION
CYBERMEDIA.NS,2019-09-06,2019-10-07,31,18,SUSPENSION
DCI.NS,2020-12-14,2021-01-14,31,21,SUSPENSION
DHRUV.NS,2017-07-31,2017-08-31,31,20,LISTING_BOUNDARY
ESSENTIA.NS,2017-12-22,2018-01-22,31,19,SUSPENSION
ESSENTIA.NS,2018-01-22,2018-02-22,31,20,SUSPENSION
FCSSOFT.NS,2018-01-01,2018-02-01,31,21,SUSPENSION
GEEKAYWIRE.NS,2018-05-14,2018-06-14,31,22,SUSPENSION
GICL.NS,2018-10-16,2018-11-16,31,19,SUSPENSION
GLFL.NS,2018-03-12,2018-04-12,31,20,SUSPENSION
HECPROJECT.NS,2017-05-19,2017-06-19,31,20,SUSPENSION
INDIGOPNTS.NS,2018-07-31,2018-08-31,31,20,LISTING_BOUNDARY
KHANDSE.NS,2019-10-11,2019-11-11,31,19,SUSPENSION
KIOCL.NS,2016-12-06,2017-01-06,31,22,LISTING_BOUNDARY
KIOCL.NS,2017-01-06,2017-02-06,31,19,LISTING_BOUNDARY
MASKINVEST.NS,2016-12-20,2017-01-20,31,22,LISTING_BOUNDARY
MITCON.NS,2018-01-22,2018-02-22,31,20,SUSPENSION
PANSARI.NS,2017-08-01,2017-09-01,31,20,SUSPENSION
PANSARI.NS,2018-08-21,2018-09-21,31,19,SUSPENSION
PANSARI.NS,2018-10-01,2018-11-01,31,20,SUSPENSION
PASHUPATI.NS,2018-08-21,2018-09-21,31,19,SUSPENSION
PIXTRANS.NS,2017-10-27,2017-11-27,31,20,SUSPENSION
PIXTRANS.NS,2018-05-04,2018-06-04,31,20,SUSPENSION
PIXTRANS.NS,2019-11-25,2019-12-26,31,21,SUSPENSION
RELIABLE.NS,2023-06-02,2023-07-03,31,19,SUSPENSION
SAGARDEEP.NS,2017-05-22,2017-06-22,31,22,LISTING_BOUNDARY
SAGARDEEP.NS,2017-12-05,2018-01-05,31,21,SUSPENSION
SAGARDEEP.NS,2018-01-19,2018-02-19,31,18,SUSPENSION
SAGARDEEP.NS,2018-05-14,2018-06-14,31,22,SUSPENSION
SHYAMTEL.NS,2017-08-18,2017-09-18,31,19,SUSPENSION
SPCENET.NS,2017-08-04,2017-09-04,31,18,SUSPENSION
UNIINFO.NS,2021-03-26,2021-04-26,31,16,SUSPENSION
UNITEDPOLY.NS,2021-05-07,2021-06-07,31,19,SUSPENSION
VINEETLAB.NS,2018-07-30,2018-08-30,31,20,SUSPENSION
VINEETLAB.NS,2018-10-30,2018-11-30,31,19,SUSPENSION
WEALTH.NS,2017-07-24,2017-08-24,31,21,SUSPENSION
WEALTH.NS,2018-07-06,2018-08-06,31,20,SUSPENSION
WEALTH.NS,2018-10-09,2018-11-09,31,19,SUSPENSION
ABINFRA.NS,2022-06-13,2022-07-13,30,21,SUSPENSION
ACEINTEG.NS,2021-06-07,2021-07-07,30,21,SUSPENSION
ANGELONE.NS,2016-11-15,2016-12-15,30,21,LISTING_BOUNDARY
ANGELONE.NS,2017-04-10,2017-05-10,30,19,SUSPENSION
ARVEE.NS,2018-04-03,2018-05-03,30,20,SUSPENSION
ARVEE.NS,2018-06-25,2018-07-25,30,21,SUSPENSION
BAJAJHCARE.NS,2017-11-13,2017-12-13,30,21,SUSPENSION
BALAXI.NS,2018-06-06,2018-07-06,30,21,SUSPENSION
BECTORFOOD.NS,2017-06-27,2017-07-27,30,21,LISTING_BOUNDARY
CROWN.NS,2019-08-06,2019-09-05,30,18,SUSPENSION
GICL.NS,2017-11-22,2017-12-22,30,21,SUSPENSION
GICL.NS,2018-06-19,2018-07-19,30,21,SUSPENSION
GLFL.NS,2017-06-05,2017-07-05,30,20,LISTING_BOUNDARY
GLFL.NS,2018-09-11,2018-10-11,30,18,SUSPENSION
HECPROJECT.NS,2017-01-24,2017-02-23,30,20,SUSPENSION
HECPROJECT.NS,2017-09-11,2017-10-11,30,20,SUSPENSION
HECPROJECT.NS,2018-06-04,2018-07-04,30,21,SUSPENSION
HINDCON.NS,2019-04-02,2019-05-02,30,17,SUSPENSION
INDIGOPNTS.NS,2018-09-17,2018-10-17,30,19,LISTING_BOUNDARY
IRISDOREME.NS,2020-10-14,2020-11-13,30,21,SUSPENSION
KEYFINSERV.NS,2016-11-07,2016-12-07,30,20,LISTING_BOUNDARY
LAXMICOT.NS,2020-02-11,2020-03-12,30,19,SUSPENSION
MBAPL.NS,2018-04-30,2018-05-30,30,20,SUSPENSION
NARMADA.NS,2020-05-18,2020-06-17,30,20,SUSPENSION
NITIRAJ.NS,2020-03-25,2020-04-24,30,17,SUSPENSION
PANSARI.NS,2016-11-21,2016-12-21,30,21,SUSPENSION
PANSARI.NS,2018-06-25,2018-07-25,30,21,SUSPENSION
