symbol,category,instrument_class,in_upstox_master,identity_class,legacy_rows,canonical_rows,intersection_sessions,legacy_only_sessions,canonical_only_sessions,replacement_pct,legacy_first,legacy_last,canonical_first,canonical_last
GICL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1140,1200,1140,0,60,100.0,2016-10-19,2026-06-18,2016-10-19,2026-09-07
FOODSIN.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1138,1194,1138,0,56,100.0,2021-11-16,2026-06-18,2021-11-16,2026-09-07
STEELCAS.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1134,1190,1134,0,56,100.0,2021-11-23,2026-06-18,2021-11-23,2026-09-07
ASIANENE.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1133,1189,1133,0,56,100.0,2018-01-04,2026-06-18,2018-01-04,2026-09-07
DMCC.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1127,1183,1127,0,56,100.0,2021-12-01,2026-06-18,2021-12-01,2026-09-07
HPIL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1126,1182,1126,0,56,100.0,2020-01-27,2026-06-18,2020-01-27,2026-09-07
SMLT.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1124,1180,1124,0,56,100.0,2021-11-25,2026-06-18,2021-11-25,2026-09-07
MAHKTECH.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1121,1177,1121,0,56,100.0,2021-12-10,2026-06-18,2021-12-10,2026-09-07
BBETF0432.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,1116,1173,1116,0,57,100.0,2021-12-17,2026-06-18,2021-12-17,2026-09-08
SHRIRAMPPS.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1115,1171,1115,0,56,100.0,2021-12-20,2026-06-18,2021-12-20,2026-09-07
JETFREIGHT.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,1114,1171,1114,0,57,100.0,2021-12-21,2026-06-18,2021-12-21,2026-09-08
MEDPLUS.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1113,1921,1113,0,808,100.0,2021-12-23,2026-06-19,2016-09-06,2026-09-07
METROBRAND.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1113,1169,1113,0,56,100.0,2021-12-22,2026-06-18,2021-12-22,2026-09-07
DCMSRIND.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1111,1167,1111,0,56,100.0,2021-12-24,2026-06-18,2021-12-24,2026-09-07
HPAL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1110,1166,1110,0,56,100.0,2021-12-27,2026-06-18,2021-12-27,2026-09-07
MONQ50.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1108,1164,1108,0,56,100.0,2021-12-29,2026-06-18,2021-12-29,2026-09-07
MIDQ50ADD.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1107,1163,1107,0,56,100.0,2021-12-30,2026-06-18,2021-12-30,2026-09-07
CMSINFO.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1106,1162,1106,0,56,100.0,2021-12-31,2026-06-18,2021-12-31,2026-09-07
KEEPLEARN.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1105,1161,1105,0,56,100.0,2021-03-25,2026-06-18,2021-03-25,2026-09-07
NIFTYADD.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,1105,1163,1105,0,58,100.0,2021-12-30,2026-06-17,2021-12-30,2026-09-08
MONARCH.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1102,1158,1102,0,56,100.0,2022-01-06,2026-06-18,2022-01-06,2026-09-07
AUTOIETF.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,1094,1151,1094,0,57,100.0,2022-01-18,2026-06-18,2022-01-18,2026-09-08
WEL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1093,1367,1093,0,274,100.0,2022-01-17,2026-06-18,2019-08-06,2026-09-07
AUTOBEES.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,1089,1146,1089,0,57,100.0,2022-01-25,2026-06-18,2022-01-25,2026-09-08
MAKEINDIA.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1084,1140,1084,0,56,100.0,2022-02-02,2026-06-18,2022-02-02,2026-09-07
MIDCAP.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,1082,1139,1082,0,57,100.0,2022-02-04,2026-06-18,2022-02-04,2026-09-08
DEVIT.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1075,1131,1075,0,56,100.0,2022-02-15,2026-06-18,2022-02-15,2026-09-07
FIBERWEB.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1074,1130,1074,0,56,100.0,2022-02-16,2026-06-18,2022-02-16,2026-09-07
MANYAVAR.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1074,1130,1074,0,56,100.0,2022-02-16,2026-06-18,2022-02-16,2026-09-07
MEGASTAR.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1074,1130,1074,0,56,100.0,2022-02-16,2026-06-18,2022-02-16,2026-09-07
MOMOMENTUM.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,1073,1130,1073,0,57,100.0,2022-02-17,2026-06-18,2022-02-17,2026-09-08
NPST.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1072,1129,1072,0,57,100.0,2021-08-10,2026-06-17,2021-08-10,2026-09-07
IONEXCHANG.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1070,1126,1070,0,56,100.0,2022-02-22,2026-06-18,2022-02-22,2026-09-07
EUROBOND.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,1058,1115,1058,0,57,100.0,2021-12-24,2026-06-18,2021-12-24,2026-09-08
MIDCAPETF.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,1056,1113,1056,0,57,100.0,2022-03-15,2026-06-18,2022-03-15,2026-09-08
GATEWAY.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1052,1108,1052,0,56,100.0,2022-03-22,2026-06-18,2022-03-22,2026-09-07
GSEC5IETF.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,1051,1109,1051,0,58,100.0,2022-03-10,2026-06-18,2022-03-10,2026-09-08
INDOBORAX.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1047,1103,1047,0,56,100.0,2022-03-29,2026-06-18,2022-03-29,2026-09-07
LOWVOL1.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,1047,1104,1047,0,57,100.0,2022-03-29,2026-06-18,2022-03-29,2026-09-08
KNAGRI.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1044,1100,1044,0,56,100.0,2022-03-28,2026-06-18,2022-03-28,2026-09-07
SELMC.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1040,1096,1040,0,56,100.0,2021-10-28,2026-06-18,2021-10-28,2026-09-07
OBCL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1039,1096,1039,0,57,100.0,2022-04-07,2026-06-17,2022-04-07,2026-09-07
TNIDETF.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,1039,1096,1039,0,57,100.0,2022-04-08,2026-06-18,2022-04-08,2026-09-08
VERANDA.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1038,1094,1038,0,56,100.0,2022-04-11,2026-06-18,2022-04-11,2026-09-07
ELDEHSG.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1037,1093,1037,0,56,100.0,2022-04-12,2026-06-18,2022-04-12,2026-09-07
RITCO.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1037,1093,1037,0,56,100.0,2022-04-12,2026-06-18,2022-04-12,2026-09-07
DIGJAMLMTD.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1030,1086,1030,0,56,100.0,2021-10-18,2026-06-18,2021-10-18,2026-09-07
KRITIKA.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1024,1080,1024,0,56,100.0,2022-05-04,2026-06-18,2022-05-04,2026-09-07
CAMPUS.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1021,1077,1021,0,56,100.0,2022-05-09,2026-06-18,2022-05-09,2026-09-07
STARTECK.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1016,1072,1016,0,56,100.0,2022-05-04,2026-06-18,2022-05-04,2026-09-07
PASHUPATI.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1013,1075,1013,0,62,100.0,2017-09-08,2026-06-18,2017-09-08,2026-09-07
PRUDENT.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1012,1068,1012,0,56,100.0,2022-05-20,2026-06-18,2022-05-20,2026-09-07
VENUSPIPES.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1010,1066,1010,0,56,100.0,2022-05-24,2026-06-18,2022-05-24,2026-09-07
RELCHEMQ.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1009,1065,1009,0,56,100.0,2022-05-25,2026-06-18,2022-05-25,2026-09-07
LEMERITE.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1008,1064,1008,0,56,100.0,2022-05-09,2026-06-18,2022-05-09,2026-09-07
ETHOSLTD.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1006,1062,1006,0,56,100.0,2022-05-30,2026-06-18,2022-05-30,2026-09-07
EMUDHRA.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,1004,1060,1004,0,56,100.0,2022-06-01,2026-06-18,2022-06-01,2026-09-07
CHEVIOT.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,991,1047,991,0,56,100.0,2022-06-20,2026-06-18,2022-06-20,2026-09-07
AXITA.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,990,1046,990,0,56,100.0,2022-06-21,2026-06-18,2022-06-21,2026-09-07
NGLFINE.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,976,1033,976,0,57,100.0,2022-07-08,2026-06-17,2022-07-08,2026-09-07
RADHIKAJWE.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,971,1027,971,0,56,100.0,2022-07-18,2026-06-18,2022-07-18,2026-09-07
VCL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,970,1026,970,0,56,100.0,2022-04-19,2026-06-18,2022-04-19,2026-09-07
CSLFINANCE.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,968,1024,968,0,56,100.0,2022-07-21,2026-06-18,2022-07-21,2026-09-07
RAMRAT.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,962,1018,962,0,56,100.0,2022-07-29,2026-06-18,2022-07-29,2026-09-07
MOHEALTH.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,958,1014,958,0,56,100.0,2022-08-04,2026-06-18,2022-08-04,2026-09-07
MOM30IETF.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,955,1012,955,0,57,100.0,2022-08-10,2026-06-18,2022-08-10,2026-09-08
HDFCNEXT50.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,953,1009,953,0,56,100.0,2022-08-11,2026-06-18,2022-08-11,2026-09-07
HDFCNIF100.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,953,1009,953,0,56,100.0,2022-08-11,2026-06-18,2022-08-11,2026-09-07
MOMENTUM.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,948,1005,948,0,57,100.0,2022-08-22,2026-06-18,2022-08-22,2026-09-08
INFRAIETF.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,947,1004,947,0,57,100.0,2022-08-23,2026-06-18,2022-08-23,2026-09-08
NIFTYQLITY.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,947,1005,947,0,58,100.0,2022-08-22,2026-06-17,2022-08-22,2026-09-08
SPORTKING.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,946,1002,946,0,56,100.0,2022-08-24,2026-06-18,2022-08-24,2026-09-07
CONS.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,944,1000,944,0,56,100.0,2022-08-04,2026-06-18,2022-08-04,2026-09-07
SILVERADD.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,944,1001,944,0,57,100.0,2022-08-25,2026-06-18,2022-08-25,2026-09-08
MOVALUE.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,940,997,940,0,57,100.0,2022-08-26,2026-06-18,2022-08-26,2026-09-08
DREAMFOLKS.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,938,994,938,0,56,100.0,2022-09-06,2026-06-18,2022-09-06,2026-09-07
GVPTECH.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,936,992,936,0,56,100.0,2022-09-08,2026-06-18,2022-09-08,2026-09-07
HARSHA.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,924,980,924,0,56,100.0,2022-09-26,2026-06-18,2022-09-26,2026-09-07
HDFCVALUE.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,924,982,924,0,58,100.0,2017-04-13,2026-06-18,2017-04-13,2026-09-08
HDFCGROWTH.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,921,977,921,0,56,100.0,2022-09-29,2026-06-18,2022-09-29,2026-09-07
HDFCQUAL.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,920,977,920,0,57,100.0,2022-09-29,2026-06-18,2022-09-29,2026-09-08
TIPSFILMS.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,917,973,917,0,56,100.0,2022-10-06,2026-06-18,2022-10-06,2026-09-07
MWL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,916,972,916,0,56,100.0,2022-07-11,2026-06-18,2022-07-11,2026-09-07
HDFCMOMENT.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,908,965,908,0,57,100.0,2022-10-17,2026-06-18,2022-10-17,2026-09-08
TRACXN.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,907,963,907,0,56,100.0,2022-10-20,2026-06-18,2022-10-20,2026-09-07
NARMADA.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,903,1340,903,0,437,100.0,2022-10-27,2026-06-18,2016-09-06,2026-09-07
HDFCLOWVOL.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,900,957,900,0,57,100.0,2022-10-17,2026-06-18,2022-10-17,2026-09-08
MOQUALITY.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,899,956,899,0,57,100.0,2022-08-26,2026-06-18,2022-08-26,2026-09-08
SUKHJITS.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,896,952,896,0,56,100.0,2022-11-07,2026-06-18,2022-11-07,2026-09-07
FAZE3Q.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,888,944,888,0,56,100.0,2022-11-18,2026-06-18,2022-11-18,2026-09-07
SYNCOMF.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,888,944,888,0,56,100.0,2022-11-18,2026-06-18,2022-11-18,2026-09-07
HDFCNIFIT.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,886,942,886,0,56,100.0,2022-11-22,2026-06-18,2022-11-22,2026-09-07
SCPL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,886,942,886,0,56,100.0,2022-11-22,2026-06-18,2022-11-22,2026-09-07
HDFCPVTBAN.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,884,940,884,0,56,100.0,2022-11-22,2026-06-18,2022-11-22,2026-09-07
RUSTOMJEE.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,884,940,884,0,56,100.0,2022-11-24,2026-06-18,2022-11-24,2026-09-07
VINNY.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,882,938,882,0,56,100.0,2022-11-28,2026-06-18,2022-11-28,2026-09-07
FINIETF.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,880,937,880,0,57,100.0,2022-11-30,2026-06-18,2022-11-30,2026-09-08
DJML.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,877,933,877,0,56,100.0,2022-12-05,2026-06-18,2022-12-05,2026-09-07
DHARMAJ.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,874,930,874,0,56,100.0,2022-12-08,2026-06-18,2022-12-08,2026-09-07
LIQUID1.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,874,931,874,0,57,100.0,2018-09-27,2026-06-18,2018-09-27,2026-09-08
EBBETF0433.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,868,925,868,0,57,100.0,2022-12-16,2026-06-18,2022-12-16,2026-09-08
SILVER1.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,868,925,868,0,57,100.0,2022-12-14,2026-06-18,2022-12-14,2026-09-08
COMMOIETF.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,864,921,864,0,57,100.0,2022-12-21,2026-06-18,2022-12-21,2026-09-08
SULA.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,864,920,864,0,56,100.0,2022-12-22,2026-06-18,2022-12-22,2026-09-07
LANDMARK.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,863,919,863,0,56,100.0,2022-12-23,2026-06-18,2022-12-23,2026-09-07
ELIN.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,858,914,858,0,56,100.0,2022-12-30,2026-06-18,2022-12-30,2026-09-07
RADIANTCMS.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,855,911,855,0,56,100.0,2023-01-04,2026-06-18,2023-01-04,2026-09-07
BANKADD.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,853,909,853,0,56,100.0,2023-01-06,2026-06-18,2023-01-06,2026-09-07
BAIDFIN.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,843,899,843,0,56,100.0,2023-01-20,2026-06-18,2023-01-20,2026-09-07
MANOMAY.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,838,894,838,0,56,100.0,2023-01-18,2026-06-18,2023-01-18,2026-09-07
HDFCBSE500.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,822,878,822,0,56,100.0,2023-02-21,2026-06-18,2023-02-21,2026-09-07
HDFCMID150.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,822,878,822,0,56,100.0,2023-02-21,2026-06-18,2023-02-21,2026-09-07
HDFCSML250.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,822,878,822,0,56,100.0,2023-02-21,2026-06-18,2023-02-21,2026-09-07
DIVGIITTS.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,808,864,808,0,56,100.0,2023-03-14,2026-06-18,2023-03-14,2026-09-07
PSUBNKIETF.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,803,860,803,0,57,100.0,2023-03-21,2026-06-18,2023-03-21,2026-09-08
GSLSU.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,801,857,801,0,56,100.0,2023-03-23,2026-06-18,2023-03-23,2026-09-07
USK.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,795,851,795,0,56,100.0,2023-04-03,2026-06-18,2023-04-03,2026-09-07
SAHYADRI.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,793,849,793,0,56,100.0,2023-04-06,2026-06-18,2023-04-06,2026-09-07
LAL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,791,847,791,0,56,100.0,2023-04-10,2026-06-18,2023-04-10,2026-09-07
BLAL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,786,842,786,0,56,100.0,2023-04-19,2026-06-18,2023-04-19,2026-09-07
SILVERBETA.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,785,842,785,0,57,100.0,2023-04-20,2026-06-18,2023-04-20,2026-09-08
LOWVOL.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,780,836,780,0,56,100.0,2023-03-31,2026-06-18,2023-03-31,2026-09-08
KRISHIVAL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,779,843,779,0,64,100.0,2022-03-31,2026-06-18,2022-03-31,2026-09-07
VIRINCHI.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,777,833,777,0,56,100.0,2023-05-03,2026-06-18,2023-05-03,2026-09-07
GOLDADD.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,774,831,774,0,57,100.0,2023-05-08,2026-06-18,2023-05-08,2026-09-08
ATAM.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,772,828,772,0,56,100.0,2023-05-10,2026-06-18,2023-05-10,2026-09-07
LGHL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,772,828,772,0,56,100.0,2020-04-16,2026-06-18,2020-04-16,2026-09-07
GSEC10IETF.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,754,809,754,0,55,100.0,2022-12-19,2026-06-18,2022-12-19,2026-09-08
GSEC10YEAR.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,753,809,753,0,56,100.0,2023-04-10,2026-06-18,2023-04-10,2026-09-07
GHCLTEXTIL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,749,805,749,0,56,100.0,2023-06-12,2026-06-18,2023-06-12,2026-09-07
SILVERAG.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,746,803,746,0,57,100.0,2023-06-15,2026-06-18,2023-06-15,2026-09-08
IKIO.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,745,801,745,0,56,100.0,2023-06-16,2026-06-18,2023-06-16,2026-09-07
SINDHUTRAD.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,743,799,743,0,56,100.0,2023-06-20,2026-06-18,2023-06-20,2026-09-07
BOHRAIND.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,739,795,739,0,56,100.0,2022-10-27,2026-06-18,2022-10-27,2026-09-07
ASHOKAMET.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,738,794,738,0,56,100.0,2023-06-27,2026-06-18,2023-06-27,2026-09-07
HMAAGRO.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,734,790,734,0,56,100.0,2023-07-04,2026-06-18,2023-07-04,2026-09-07
TECILCHEM.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,731,789,731,0,58,100.0,2023-04-20,2026-06-18,2023-04-20,2026-09-07
CYIENTDLM.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,730,786,730,0,56,100.0,2023-07-10,2026-06-18,2023-07-10,2026-09-07
PAKKA.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,728,785,728,0,57,100.0,2023-07-11,2026-06-17,2023-07-11,2026-09-07
ITADD.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,727,783,727,0,56,100.0,2023-07-13,2026-06-18,2023-07-13,2026-09-07
BANKETF.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,718,775,718,0,57,100.0,2023-07-26,2026-06-18,2023-07-26,2026-09-08
PSUBANKADD.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,713,769,713,0,56,100.0,2023-08-02,2026-06-18,2023-08-02,2026-09-07
PVTBANKADD.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,713,769,713,0,56,100.0,2023-08-02,2026-06-18,2023-08-02,2026-09-07
SENSEXADD.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,710,767,710,0,57,100.0,2023-08-02,2026-06-18,2023-08-02,2026-09-08
NIITMTS.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,708,765,708,0,57,100.0,2023-08-08,2026-06-17,2023-08-08,2026-09-07
ATL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,707,763,707,0,56,100.0,2023-08-10,2026-06-18,2023-08-10,2026-09-07
TREL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,707,763,707,0,56,100.0,2023-08-10,2026-06-18,2023-08-10,2026-09-07
QUAL30IETF.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,706,763,706,0,57,100.0,2023-08-10,2026-06-18,2023-08-10,2026-09-08
YASHO.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,701,757,701,0,56,100.0,2023-08-21,2026-06-18,2023-08-21,2026-09-07
SRGHFL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,700,756,700,0,56,100.0,2023-08-21,2026-06-18,2023-08-21,2026-09-07
TVSSCS.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,699,755,699,0,56,100.0,2023-08-23,2026-06-18,2023-08-23,2026-09-07
PYRAMID.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,695,751,695,0,56,100.0,2023-08-29,2026-06-18,2023-08-29,2026-09-07
HDFCLIQUID.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,689,746,689,0,57,100.0,2023-08-31,2026-06-18,2023-08-31,2026-09-08
MIDCAPBETA.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,689,746,689,0,57,100.0,2023-09-05,2026-06-18,2023-09-05,2026-09-08
RISHABH.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,686,742,686,0,56,100.0,2023-09-11,2026-06-18,2023-09-11,2026-09-07
JLHL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,681,737,681,0,56,100.0,2023-09-18,2026-06-18,2023-09-18,2026-09-07
ZAGGLE.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,679,734,679,0,55,100.0,2023-09-22,2026-06-19,2023-09-22,2026-09-07
SAMHI.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,678,734,678,0,56,100.0,2023-09-22,2026-06-18,2023-09-22,2026-09-07
DIAMINESQ.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,677,733,677,0,56,100.0,2023-09-25,2026-06-18,2023-09-25,2026-09-07
KALAMANDIR.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,675,731,675,0,56,100.0,2023-09-27,2026-06-18,2023-09-27,2026-09-07
YATRA.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,674,730,674,0,56,100.0,2023-09-28,2026-06-18,2023-09-28,2026-09-07
MVGJL.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,672,728,672,0,56,100.0,2023-10-03,2026-06-18,2023-10-03,2026-09-07
UDS.NS,SAFE_REPLACEMENT,nse_equity,True,in_upstox_master,671,727,671,0,56,100.0,2023-10-04,2026-06-18,2023-10-04,2026-09-07
MONIFTY500.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,669,726,669,0,57,100.0,2023-10-06,2026-06-18,2023-10-06,2026-09-08
SENSEXETF.NS,SAFE_REPLACEMENT,etf_or_inav,True,in_upstox_master,669,726,669,0,57,100.0,2023-10-06,2026-06-18,2023-10-06,2026-09-08
