symbol,category,instrument_class,in_upstox_master,identity_class,legacy_rows,canonical_rows,intersection_sessions,legacy_only_sessions,canonical_only_sessions,replacement_pct,legacy_first,legacy_last,canonical_first,canonical_last
ALPHAGEO.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2602,2476,2430,172,46,93.39,2016-01-01,2026-07-06,2016-09-07,2026-09-08
BANKBEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2597,2478,2426,171,52,93.42,2016-01-01,2026-06-26,2016-09-06,2026-09-08
JUNIORBEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2597,2477,2425,172,52,93.38,2016-01-01,2026-06-26,2016-09-07,2026-09-08
LIQUIDBEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2597,2477,2425,172,52,93.38,2016-01-01,2026-06-26,2016-09-07,2026-09-08
NIFTYIETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2597,2477,2425,172,52,93.38,2016-01-01,2026-06-26,2016-09-07,2026-09-08
GOLDBEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2596,2476,2424,172,52,93.37,2016-01-01,2026-06-26,2016-09-07,2026-09-08
PNBGILTS.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2596,2477,2425,171,52,93.41,2016-01-01,2026-06-25,2016-09-07,2026-09-08
SETFGOLD.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2595,2476,2423,172,53,93.37,2016-01-01,2026-06-26,2016-09-07,2026-09-08
GOLDIAM.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2594,2477,2423,171,54,93.41,2016-01-01,2026-06-25,2016-09-07,2026-09-08
BALPHARMA.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2588,2477,2420,168,57,93.51,2016-01-01,2026-06-18,2016-09-07,2026-09-08
CPSEETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2588,2477,2420,168,57,93.51,2016-01-01,2026-06-18,2016-09-07,2026-09-08
MOM100.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2588,2477,2420,168,57,93.51,2016-01-01,2026-06-18,2016-09-07,2026-09-08
GOLD1.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2587,2476,2419,168,57,93.51,2016-01-01,2026-06-18,2016-09-07,2026-09-08
PSUBNKBEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2587,2477,2418,169,59,93.47,2016-01-04,2026-06-26,2016-09-07,2026-09-08
NIFTY1.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2585,2477,2419,166,58,93.58,2016-01-01,2026-06-17,2016-09-07,2026-09-08
BANKNIFTY1.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2583,2477,2416,167,61,93.53,2016-01-01,2026-06-18,2016-09-07,2026-09-08
GOLDBETA.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2583,2476,2415,168,61,93.5,2016-01-01,2026-06-18,2016-09-07,2026-09-08
SETFNIFBK.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2583,2477,2415,168,62,93.5,2016-01-01,2026-06-18,2016-09-07,2026-09-08
HDFCGOLD.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2582,2476,2415,167,61,93.53,2016-01-01,2026-06-25,2016-09-07,2026-09-08
MOM50.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2576,2477,2413,163,64,93.67,2016-01-01,2026-06-18,2016-09-07,2026-09-08
SETFNIF50.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2576,2477,2410,166,67,93.56,2016-01-01,2026-06-18,2016-09-07,2026-09-08
GOLDIETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2574,2476,2408,166,68,93.55,2016-01-01,2026-06-25,2016-09-07,2026-09-08
INFRABEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2568,2476,2404,164,72,93.61,2016-01-01,2026-06-18,2016-09-07,2026-09-08
NIFTYBEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2562,2478,2391,171,87,93.33,2016-01-01,2026-06-26,2016-09-06,2026-09-08
LICMFGOLD.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2561,2465,2397,164,68,93.6,2016-01-01,2026-06-18,2016-09-07,2026-09-08
MIDSELIETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2559,2477,2391,168,86,93.43,2016-01-01,2026-06-18,2016-09-07,2026-09-08
SETFNN50.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2552,2477,2405,147,72,94.24,2016-01-01,2026-06-18,2016-09-07,2026-09-08
CONSUMBEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2533,2447,2385,148,62,94.16,2016-01-04,2026-06-18,2016-09-07,2026-09-08
HDFCNIFTY.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2533,2477,2368,165,109,93.49,2016-01-01,2026-06-18,2016-09-07,2026-09-08
QGOLDHALF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2532,2476,2368,164,108,93.52,2016-01-01,2026-06-18,2016-09-07,2026-09-08
NIFTYBETA.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2521,2449,2362,159,87,93.69,2016-01-01,2026-06-17,2016-09-07,2026-09-08
BSLGOLDETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2501,2458,2343,158,115,93.68,2016-01-01,2026-06-18,2016-09-07,2026-09-08
LICNETFGSC.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2498,2419,2341,157,78,93.71,2016-01-05,2026-06-18,2016-09-07,2026-09-08
NIF100BEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2496,2444,2356,140,88,94.39,2016-01-01,2026-06-17,2016-09-07,2026-09-08
HNGSNGBEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2486,2423,2346,140,77,94.37,2016-01-04,2026-06-18,2016-09-07,2026-09-08
NIF100IETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2485,2477,2351,134,126,94.61,2016-01-01,2026-06-17,2016-09-07,2026-09-08
BSLNIFTY.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2477,2434,2330,147,104,94.07,2016-01-01,2026-06-18,2016-09-07,2026-09-08
SENSEXBETA.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2474,2398,2320,154,78,93.78,2016-01-01,2026-06-18,2016-09-07,2026-09-08
IVZINGOLD.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2463,2383,2305,158,78,93.59,2016-01-05,2026-06-18,2016-09-07,2026-09-08
DIVOPPBEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2461,2424,2356,105,68,95.73,2016-01-01,2026-06-18,2016-09-07,2026-09-08
SHARIABEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2445,2398,2327,118,71,95.17,2016-01-04,2026-06-18,2016-09-07,2026-09-08
SENSEXIETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2410,2410,2319,91,91,96.22,2016-01-13,2026-06-18,2016-09-07,2026-09-08
NV20IETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2321,2380,2310,11,70,99.53,2016-06-28,2026-06-17,2016-09-07,2026-09-08
HDFCSENSEX.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2303,2305,2216,87,89,96.22,2016-01-04,2026-06-18,2016-09-15,2026-09-08
LICNETFN50.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2303,2410,2268,35,142,98.48,2016-01-15,2026-06-18,2016-09-12,2026-09-08
NV20BEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2248,2229,2157,91,72,95.95,2016-01-01,2026-06-17,2016-09-16,2026-09-08
QNIFTY.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2205,2163,2086,119,77,94.6,2016-01-01,2026-06-18,2016-09-07,2026-09-08
LTGILTBEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2187,2298,2173,14,125,99.36,2016-07-14,2026-06-18,2016-09-08,2026-09-08
LIQUIDETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,2049,2098,2045,4,53,99.8,2018-03-20,2026-06-26,2018-03-20,2026-09-08
SETF10GILT.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,1995,2048,1974,21,74,98.95,2016-06-23,2026-06-18,2016-09-07,2026-09-08
LICNETFSEN.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,1904,1955,1901,3,54,99.84,2016-08-03,2026-06-18,2016-09-07,2026-09-08
LIQUIDIETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,1900,1952,1899,1,53,99.95,2016-01-12,2026-06-25,2018-09-26,2026-09-08
IVZINNIFTY.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,1873,1873,1797,76,76,95.94,2016-01-05,2026-06-18,2016-09-07,2026-09-08
ABSLBANETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,1648,1690,1644,4,46,99.76,2019-10-30,2026-07-06,2019-10-30,2026-09-08
ITBEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,1491,1539,1487,4,52,99.73,2020-07-01,2026-06-26,2020-07-01,2026-09-08
GOLDETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,1175,1160,1106,69,54,94.13,2016-01-01,2026-06-26,2016-09-22,2026-09-08
ALPHA.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,1124,1165,1119,5,46,99.56,2021-12-22,2026-07-06,2021-12-29,2026-09-08
SILVERIETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,1095,1143,1091,4,52,99.63,2022-01-31,2026-06-26,2022-01-31,2026-09-08
SILVER.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,1093,1140,1088,5,52,99.54,2022-01-31,2026-06-26,2022-02-03,2026-09-08
SILVERBEES.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,1091,1138,1086,5,52,99.54,2022-02-04,2026-06-26,2022-02-07,2026-09-08
HDFCSILVER.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,946,994,942,4,52,99.58,2022-09-07,2026-06-26,2022-09-07,2026-09-08
ABSLLIQUID.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,889,910,864,25,46,97.19,2017-02-16,2026-07-06,2017-02-16,2026-09-08
SKYGOLD.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,861,910,858,3,52,99.65,2023-01-06,2026-06-25,2023-01-06,2026-09-08
LIQUID.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,724,772,720,4,52,99.45,2023-07-31,2026-06-26,2023-07-31,2026-09-08
ALPHAETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,670,712,666,4,46,99.4,2023-10-27,2026-07-06,2023-10-27,2026-09-08
TATAGOLD.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,611,656,604,7,52,98.85,2024-01-12,2026-06-26,2024-01-17,2026-09-08
LIQUIDCASE.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,607,651,599,8,52,98.68,2024-01-17,2026-06-26,2024-01-24,2026-09-08
GOLDCASE.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,577,625,573,4,52,99.31,2024-03-01,2026-06-26,2024-03-01,2026-09-08
LIQUIDADD.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,556,604,552,4,52,99.28,2024-04-03,2026-06-26,2024-04-03,2026-09-08
LIQUIDBETF.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,516,563,511,5,52,99.03,2024-06-03,2026-06-26,2024-06-03,2026-09-08
SBISILVER.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,492,540,488,4,52,99.19,2024-07-08,2026-06-26,2024-07-08,2026-09-08
LIQUIDPLUS.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,405,451,399,6,52,98.52,2024-11-11,2026-06-26,2024-11-13,2026-09-08
AONELIQUID.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,316,358,312,4,46,98.73,2025-03-28,2026-07-06,2025-03-28,2026-09-08
SILVERCASE.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,314,360,308,6,52,98.09,2025-03-24,2026-06-26,2025-03-26,2026-09-08
AONENIFTY.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,280,320,274,6,46,97.86,2025-05-26,2026-07-06,2025-05-28,2026-09-08
SHANTIGOLD.NS,ETF_PENDING,etf_or_inav,True,in_upstox_master,224,273,221,3,52,98.66,2025-08-01,2026-06-25,2025-08-01,2026-09-08
GUJGASLTD.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2598,0,0,2598,0,0.0,2016-01-01,2026-06-30,,
BLISSGVS.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2596,0,0,2596,0,0.0,2016-01-01,2026-06-25,,
IDEA.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2596,11,0,2596,11,0.0,2016-01-01,2026-06-25,2026-08-24,2026-09-07
JBCHEPHARM.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2596,0,0,2596,0,0.0,2016-01-01,2026-06-25,,
ELECTHERM.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2594,11,0,2594,11,0.0,2016-01-01,2026-06-25,2026-08-24,2026-09-07
AKSHOPTFBR-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
AUTOIND-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
BGRENERGY-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
BHARATGEAR.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
BODALCHEM-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
BROOKS-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
CEREBRAINT-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
CORDSCABLE-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
CPCAP-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
CTE.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2588,11,0,2588,11,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-07
CYBERTECH.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
DBREALTY-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
DISHTV-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
DUCON-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
EMMBI.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
EVERESTIND.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
GEECEE.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
GINNIFILA.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
GULFPETRO-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
HMVL.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
IL&FSTRANS-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
JHS.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2588,11,0,2588,11,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-07
KAKATCEM-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
KANORICHEM-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
KCPSUGIND.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
KECL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
KESORAMIND-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
KOPRAN-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
KRIDHANINF-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
LYKALABS.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
MBLINFRA-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
MCLEODRUSS-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
MENONBE.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
MIRCELECTR-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
MUKTAARTS.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
NAHARSPING-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
NECLIFE-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
PATINTLOG.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
PFOCUS-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
PROZONER.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2588,10,0,2588,10,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-04
RAJESHEXPO-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
RAMASTEEL.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
RUBYMILLS-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
SAKUMA-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
SHALPAINTS.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
SHEMAROO.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
SHIVAMAUTO-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
SMARTLINK-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
SPECIALITY.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
STLTECH-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
SUNDRMBRAK.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
TAKE-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
TRANSWORLD.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
VASCONEQ-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
VETO.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
VIPCLOTHNG-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2588,0,0,2588,0,0.0,2016-01-01,2026-06-18,,
BIRLACABLE-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2587,0,0,2587,0,0.0,2016-01-01,2026-06-18,,
DCM-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2587,0,0,2587,0,0.0,2016-01-01,2026-06-18,,
DIGISPICE-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2587,0,0,2587,0,0.0,2016-01-01,2026-06-18,,
ELGIRUBCO.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2587,11,0,2587,11,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-07
GSS-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2587,0,0,2587,0,0.0,2016-01-01,2026-06-18,,
HITECHGEAR-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2587,0,0,2587,0,0.0,2016-01-01,2026-06-18,,
MANAKSTEEL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2587,0,0,2587,0,0.0,2016-01-01,2026-06-18,,
NOIDATOLL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2587,0,0,2587,0,0.0,2016-01-01,2026-06-17,,
ONMOBILE.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2587,0,0,2587,0,0.0,2016-01-01,2026-06-17,,
SUTLEJTEX.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2587,0,0,2587,0,0.0,2016-01-01,2026-06-18,,
TOKYOPLAST-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2587,0,0,2587,0,0.0,2016-01-01,2026-06-18,,
EMKAY.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2586,11,0,2586,11,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-07
FMNL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2586,0,0,2586,0,0.0,2016-01-01,2026-06-18,,
HITECHCORP-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2586,0,0,2586,0,0.0,2016-01-01,2026-06-18,,
KAMDHENU.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2586,0,0,2586,0,0.0,2016-01-01,2026-06-18,,
MARALOVER-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2586,0,0,2586,0,0.0,2016-01-01,2026-06-18,,
OMAXAUTO-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2586,0,0,2586,0,0.0,2016-01-01,2026-06-17,,
ORBTEXP.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2586,0,0,2586,0,0.0,2016-01-01,2026-06-17,,
PENINLAND-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2586,0,0,2586,0,0.0,2016-01-01,2026-06-18,,
PPAP.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2586,0,0,2586,0,0.0,2016-01-01,2026-06-18,,
SALSTEEL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2586,0,0,2586,0,0.0,2016-01-01,2026-06-18,,
VARDHACRLC.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2586,0,0,2586,0,0.0,2016-01-01,2026-06-18,,
VIPULLTD.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2586,0,0,2586,0,0.0,2016-01-01,2026-06-25,,
ALKALI-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2585,0,0,2585,0,0.0,2016-01-01,2026-06-18,,
ASAHISONG.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2585,0,0,2585,0,0.0,2016-01-01,2026-06-18,,
DPSCLTD-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2585,0,0,2585,0,0.0,2016-01-01,2026-06-18,,
IFBAGRO-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2585,0,0,2585,0,0.0,2016-01-01,2026-06-18,,
INDOWIND-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2585,0,0,2585,0,0.0,2016-01-01,2026-06-18,,
KILITCH.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2585,0,0,2585,0,0.0,2016-01-01,2026-06-18,,
LOKESHMACH-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2585,0,0,2585,0,0.0,2016-01-01,2026-06-18,,
SADBHIN-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2585,0,0,2585,0,0.0,2016-01-01,2026-06-18,,
SHYAMCENT.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2585,0,0,2585,0,0.0,2016-01-01,2026-06-18,,
